Name,Entry,Year,Title_Parsed,Abstract,Source,MatchScore,DOI,URL,Title,Department,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
Carey King,"Jarvis, A. and King, C.W. 2024. Economy‑wide rebound and the returns on investment in energy efficiency. Energy Efficiency. 17, 60 (2024). DOI:https://doi.org/https://doi.org/10.1007/s12053-024-10236-7.",2024,"Jarvis, A","Abstract: JARVIS is a desktop assistant powered by AI, made to enhance human-machine interaction through task
simplification and enhanced efficiency. Unlike conventional virtual assistants, JARVIS seeks to incorporate sophisticated
features like speech recognition, natural language processing and learning ability, rendering it a more intelligent and responsive
system. It can recognize natural speech, perform voice commands, handle emails, schedule events, manage system operations
and integrate smoothly with smart home appliances, boosting productivity through automation.
This paper reviews the existing developments in AI assistants and highlights the unique vision of JARVIS, particularly its
potential hardware implementation. By extending beyond software automation and leveraging IoT connectivity, this project
envisions a system that can interact with smart devices, offering a hands-free and intuitive experience. However, achieving such
a system involves overcoming challenges like improving voice recognition accuracy, ensuring real-time responsiveness and
implementing robust security measures.
Future improvements may include deeper personalization using AI, seamless synchronization across multiple devices and
enhanced adaptability to real-world applications. This review consolidates existing knowledge and suggests new possibilities for
making JARVIS a more advanced and practical AI companion for everyday use.",Semantic Scholar,26.9230769230769,10.22214/ijraset.2025.70693,https://www.semanticscholar.org/paper/eba31d5816dea846e6b23f9b10b3fd05c27de597,,,Goal 16,0.01119678092043155,False,
Carey King,"King, C.W. 2022. Interdependence of Growth, Structure, Size and Resource Consumption During an Economic Growth Cycle. Biophysical Economics and Sustainability. 7, 1 (2022). DOI:https://doi.org/10.1007/s41247-021-00093-8.",2022,"Interdependence of Growth, Structure, Size and Resource Consumption During an Economic Growth Cycle","Abstract This paper explains how the Human and Resources with MONEY (HARMONEY) economic growth model exhibits realistic dynamic interdependencies relating resources consumption, growth, and structural change. We explore dynamics of three major structural metrics of an economy. First, we show that an economic transition to relative decoupling of gross domestic product (GDP) from resource consumption is an expected pattern that occurs because of physical limits to growth, not a response to avoid physical limits. While increasing operational resource efficiency does increase the level of relative decoupling, so does a change in pricing from one based on full costs to one based only on marginal costs that neglect depreciation and interest payments. Marginal cost pricing leads to higher debt ratios and a perception of higher levels of relative resource decoupling. Second, if assuming full labor bargaining power for wages, when a previously-growing economy reaches peak resource extraction and GDP, wages remain high but profits and debt decline to zero. By removing bargaining power, profits can remain positive at the expense of declining wages. Third, the internal structure of HARMONEY evolves in the same way the post-World War II U.S. economy. This is measured as the distribution of intermediate transactions within the input-output tables of both the model and U.S. economy.",Crossref,100.0,10.1007/s41247-021-00093-8,https://doi.org/10.1007/s41247-021-00093-8,,,Goal 8,0.0544869219470959,True,Aid for Trade; GDP growth; economic growth; economic inequality; economic policies; economic recovery; employment; entrepreneurship; inclusive economic growth; labour market; resource efficiency
Carey King,"Xavier, A.C., Scanlon, B.R., King, C.W. and Alves, A.I. 2022. New Improved Brazilian Daily Weather Gridded Data (1961-2020). International Journal of Climatology. 42, (2022), 8390–8404. DOI:https://doi.org/10.1002/joc.7731.",2022,International Journal of Climatology,"The west coast of India has recently been experiencing torrential monsoon rains, a trend that studies indicate is likely to continue under future warming scenarios. This study investigates the link between moisture flux and extreme rainfall over the west coast, using observational and reanalysis datasets for the monsoon seasons (June to September) from 1990 to 2023. The analysis shows that, over the Indian subcontinent, rainfall along the west coast is primarily influenced by large‐scale moisture flux from the Arabian Sea. By decomposing the vertically integrated moisture flux into dynamic and thermodynamic components, this study observes that the thermodynamic component of moisture flux exhibits an increasing trend over the southwest coast, while this increasing trend is more prominent for the dynamic component over the northwest coast. Extreme rainfall over the southwest coast is increasing at a rate of 0.23 mm per season, attributed primarily to the increase in the thermodynamic component of moisture flux. It is observed that the rate of sea surface temperature (SST) increase over the Arabian Sea is faster than over the Bay of Bengal, with the average SST over the southeast Arabian Sea exceeding 28°C in recent years. Observations indicate that warming over the southeast Arabian Sea is strongly coupled with moisture accumulation observed over the southwest coast. This study provides strong evidence of a link between moisture transport, extreme rainfall and SST, identifying the southwest coast as a region vulnerable to climate change. Over the northwest coast, the incidence of extreme rainfall is associated with the strengthening of dynamic processes, and the mean monsoon rainfall in this region is increasing in alignment with the rising dynamic component of moisture flux.",Semantic Scholar,31.4285714285714,10.1002/joc.8756,https://www.semanticscholar.org/paper/c6c8d40f30def682dce605497257c0ac51e14590,,,Goal 13,0.04005474499335855,False,climate-vulnerable regions
Carey King,"Souto, L., Yip, J., Wu, W., Austgen, B., Kutanoglu, E., Hasenbein, J., Yang, Z., King, C.W. and Santoso, S. 2022. Power system resilience to floods: Modeling, impact assessment, and mid-term mitigation strategies. International Journal of Electrical Power & Energy Systems. 135, (2022), 107545. DOI:https://doi.org/10.1016/j.ijepes.2021.107545.",2022,"Souto, L","The human ageing process is universal, ubiquitous and inevitable. Every physiological function is being continuously diminished. There is a range between two distinct phenotypes of ageing, shaped by patterns of living - experiences and behaviours, and in particular by the presence or absence of physical activity (PA) and structured exercise (i.e., a sedentary lifestyle). Ageing and a sedentary lifestyle are associated with declines in muscle function and cardiorespiratory fitness, resulting in an impaired capacity to perform daily activities and maintain independent functioning. However, in the presence of adequate exercise/PA these changes in muscular and aerobic capacity with age are substantially attenuated. Additionally, both structured exercise and overall PA play important roles as preventive strategies for many chronic diseases, including cardiovascular disease, stroke, diabetes, osteoporosis, and obesity; improvement of mobility, mental health, and quality of life; and reduction in mortality, among other benefits. Notably, exercise intervention programmes improve the hallmarks of frailty (low body mass, strength, mobility, PA level, energy) and cognition, thus optimising functional capacity during ageing. In these pathological conditions exercise is used as a therapeutic agent and follows the precepts of identifying the cause of a disease and then using an agent in an evidence-based dose to eliminate or moderate the disease. Prescription of PA/structured exercise should therefore be based on the intended outcome (e.g., primary prevention, improvement in fitness or functional status or disease treatment), and individualised, adjusted and controlled like any other medical treatment. In addition, in line with other therapeutic agents, exercise shows a dose-response effect and can be individualised using different modalities, volumes and/or intensities as appropriate to the health state or medical condition. Importantly, exercise therapy is often directed at several physiological systems simultaneously, rather than targeted to a single outcome as is generally the case with pharmacological approaches to disease management. There are diseases for which exercise is an alternative to pharmacological treatment (such as depression), thus contributing to the goal of deprescribing of potentially inappropriate medications (PIMS). There are other conditions where no effective drug therapy is currently available (such as sarcopenia or dementia), where it may serve a primary role in prevention and treatment. Therefore, this consensus statement provides an evidence-based rationale for using exercise and PA for health promotion and disease prevention and treatment in older adults. Exercise prescription is discussed in terms of the specific modalities and doses that have been studied in randomised controlled trials for their effectiveness in attenuating physiological changes of ageing, disease prevention, and/or improvement of older adults with chronic disease and disability. Recommendations are proposed to bridge gaps in the current literature and to optimise the use of exercise/PA both as a preventative medicine and as a therapeutic agent.",Semantic Scholar,10.1010101010101,10.1007/s12603-021-1665-8,https://www.semanticscholar.org/paper/f809c2d89134278a2753f357004ba508f57c1a5f,,,Goal 3,0.08170725566926997,True,disease prevention; healthy lifestyles
Guoming Lai,"Huang, R., Lai, G., Wang, X. and Xiao, W. 2025. Platform Financing vs. Trade Credit for Lending to Third-Party Sellers. Management Science. 71, 7 (Jul. 2025), 5589-5604. DOI:https://doi.org/https://doi.org/10.1287/mnsc.2022.00201.",2025,"Huang, R","Hepatitis C virus (HCV) infection remains the leading cause of global deaths related to cirrhosis, followed by alcohol-associated liver disease. The global burden of cirrhosis associated with non-alcoholic fatty liver disease (NAFLD) has increased substantially in the past decade. In the Americas, the dominant cause of cirrhosis is shifting from viral hepatitis to NAFLD and alcohol-associated liver disease. The COVID-19 pandemic has set back progress in the elimination of HCV and hepatitis B virus, and most countries are not on track to meet the WHO viral hepatitis elimination targets. The focus of care should be shifted upstream towards primary prevention and early detection of liver disease to reduce the global burden of cirrhosis. In this Review, Huang et al. highlight global trends in the epidemiology of cirrhosis, including contributions of various aetiologies of liver disease, and consider what needs to be done to address projected increases in the burden of cirrhosis. Cirrhosis is an important cause of morbidity and mortality in people with chronic liver disease worldwide. In 2019, cirrhosis was associated with 2.4% of global deaths. Owing to the rising prevalence of obesity and increased alcohol consumption on the one hand, and improvements in the management of hepatitis B virus and hepatitis C virus infections on the other, the epidemiology and burden of cirrhosis are changing. In this Review, we highlight global trends in the epidemiology of cirrhosis, discuss the contributions of various aetiologies of liver disease, examine projections for the burden of cirrhosis, and suggest future directions to tackle this condition. Although viral hepatitis remains the leading cause of cirrhosis worldwide, the prevalence of non-alcoholic fatty liver disease (NAFLD) and alcohol-associated cirrhosis are rising in several regions of the world. The global number of deaths from cirrhosis increased between 2012 and 2017, but age-standardized death rates (ASDRs) declined. However, the ASDR for NAFLD-associated cirrhosis increased over this period, whereas ASDRs for other aetiologies of cirrhosis declined. The number of deaths from cirrhosis is projected to increase in the next decade. For these reasons, greater efforts are required to facilitate primary prevention, early detection and treatment of liver disease, and to improve access to care.",Semantic Scholar,10.5263157894737,10.1038/s41575-023-00759-2,https://www.semanticscholar.org/paper/9cd561c53702a4619d585c95797db23b036f1a54,,,Goal 3,0.03674683689266638,False,global health risks
Yan Leng,"Wang, L., Ding, K., Leng, Y., Ren, X. and Shi, G. 2024. Differentially Private Nash Equilibrium Seeking in Quadratic Network Games. IEEE Transactions on Control of Network Systems. (May 2024), 1-12. DOI:https://doi.org/10.1109/TCNS.2024.3398729.",2024,", Ding, K","Objective measures of image quality generally operate by comparing pixels of a “degraded” image to those of the original. Relative to human observers, these measures are overly sensitive to resampling of texture regions (e.g., replacing one patch of grass with another). Here, we develop the first full-reference image quality model with explicit tolerance to texture resampling. Using a convolutional neural network, we construct an injective and differentiable function that transforms images to multi-scale overcomplete representations. We demonstrate empirically that the spatial averages of the feature maps in this representation capture texture appearance, in that they provide a set of sufficient statistical constraints to synthesize a wide variety of texture patterns. We then describe an image quality method that combines correlations of these spatial averages (“texture similarity”) with correlations of the feature maps (“structure similarity”). The parameters of the proposed measure are jointly optimized to match human ratings of image quality, while minimizing the reported distances between subimages cropped from the same texture images. Experiments show that the optimized method explains human perceptual scores, both on conventional image quality databases, as well as on texture databases. The measure also offers competitive performance on related tasks such as texture classification and retrieval. Finally, we show that our method is relatively insensitive to geometric transformations (e.g., translation and dilation), without use of any specialized training or data augmentation. Code is available at https://github.com/dingkeyan93/DISTS.",Semantic Scholar,13.1578947368421,10.1109/TPAMI.2020.3045810,https://www.semanticscholar.org/paper/f0f6998fb5a8f88c003860ca06f6ecaf6b5feec3,,,Goal 16,0.008619010019831012,False,
Kathleen Li,"Li, K.T. 2024. Frontiers: A Simple Forward Difference-in-Differences Method. Marketing Science. 43, 2 (Mar. 2024), 267-279. DOI:https://doi.org/10.1287/mksc.2022.0212.",2024,Frontiers: A Simple Forward Difference-in-Differences Method,"I propose a simple forward difference-in-differences method to estimate causal effects from quasiexperimental data and also develop its inference theory, which is widely applicable.",Crossref,100.0,10.1287/mksc.2022.0212,https://doi.org/10.1287/mksc.2022.0212,,,Goal 17,0.009433268842598536,False,
Kathleen Li,"Li, K.T. and Bulte, C.V.d. 2023. Augmented Difference-in-Differences. Marketing Science. 42, 4 (Jul. 2023), 746-767. DOI:https://doi.org/10.1287/mksc.2022.1406.",2023,"and Bulte, C","Background
To develop liposomes loaded with iodinated agents as nanosized CT/MRI bimodal contrast agents for monitoring liposome-mediated drug delivery.


Methods
Rhodamine-labeled iodixanol (VisipaqueTM)-loaded liposomes (IX-lipo) were prepared and tested for their properties as a diamagnetic CEST contrast agent in vitro. Mice bearing subcutaneous CT26 colon tumors were injected i.v. with 1 g/kg (535 mg iodine/kg) IX-lipo, and in vivo CT and CEST MR images were acquired on day 3. CT and CEST MR images were also acquired for tumor-bearing mice co-injected with IX-lipo and tumor necrosis factor (TNF-α).


Results
In addition to CT contrast, IX-lipo exhibited a strong CEST contrast similar to its non-liposomal form, with a detectability of ~2 nM per liposome. Both CT imaging and CEST MRI showed that i.v. injection of IX-lipo resulted in a rim enhancement of CT26 tumors with a heterogeneous central distribution. In contrast, co-injection of TNF-α caused a significantly augmented CT/MRI contrast in the tumor center. The intratumoral biodistribution of IX-lipo correlated well to the rhodamine patterns observed with fluorescence microscopy.


Conclusions
We have developed a CT/MRI bimodal imaging approach for monitoring the delivery and biodistribution of liposomes by loading them with the clinically approved X-ray/CT contrast agent iodixanol. Our approach may be easily adapted for other-FDA approved iodinated agents and thus has great translational potential.",Semantic Scholar,40.0,10.21037/QIMS.2019.06.10,https://www.semanticscholar.org/paper/25751c5a05fe89672c964254bbd050b32d3b6b44,,,Goal 17,0.004143017134712684,False,
Kathleen Li,"Li, K.T. 2020. Statistical Inference for Average Treatment Effects Estimated by Synthetic Control Methods. Journal of the American Statistical Association. 115, 532 (Oct. 2020), 2068-2083. DOI:https://doi.org/https://doi.org/10.1080/01621459.2019.1686986.",2020,Statistical Inference for Average Treatment Effects Estimated by Synthetic Control Methods,"Abstract The synthetic control (SC) method, a powerful tool for estimating average treatment effects (ATE), is increasingly popular in fields such as statistics, economics, political science, and marketing. The SC is particularly suitable for estimating ATE with a single (or a few) treated unit(s), a fixed number of control units, and large pre and post-treatment periods (which we refer as “long panels”). To date, there has been no formal inference theory for SC ATE estimator with long panels under general conditions. Existing work mostly use placebo tests for inference or some permutation methods when the post-treatment period is small. In this article, we derive the asymptotic distribution of the SC and modified synthetic control (MSC) ATE estimators using projection theory. We show that a properly designed subsampling method can be used to obtain confidence intervals and conduct inference whereas the standard bootstrap cannot. Simulations and an empirical application that examines the effect of opening a physical showroom by an e-tailer demonstrate the usefulness of the MSC method in applications. Supplementary materials for this article are available online.",Semantic Scholar (by DOI),100.0,10.1080/01621459.2019.1686986,https://www.semanticscholar.org/paper/956bc66f0043962b8e057f57652f3cd336eeb72d,,,Goal 3,0.007491689472671975,False,
Leigh McAlister,"Sinha, S. and McAlister, L.M. 2021. A Customer Portfolio Management Model that Relates a Company’s Marketing to its Long- Term Survival. Journal of the Academy of Marketing Science. 49, 3 (May 2021), 584-600. DOI:https://doi.org/DOI 10.1007/s11747-020-00765-9.",2021,"Sinha, S","Prakash S Sinha was a general surgeon with a specialist interest in endocrine, breast, and oncoplastic surgery, and the medical director of the Princess Royal University Hospital, part of the King’s College Hospital NHS Foundation Trust [ ]in 2016, he co-founded a charity in India, the Grant Medical College ’79 Trust, and was its prime mover Consultant general surgeon and medical director Princess Royal University Hospital, King’s College Hospital NHS Foundation Trust (b 1962;q Grant Medical College, Mumbai, India, 1985;MS, MSc, MD, FRCS), died from a heart attack on 22 October 2020",Semantic Scholar,60.8695652173913,10.1136/bmj.n427,https://www.semanticscholar.org/paper/b9d36adebaac0dd24ae5738041cf011e6ff89c36,,,Goal 3,0.007006124152156396,False,
Ashish Agarwal,,2023,,"With millions of mobile apps available today, app developers find it challenging to generate consumer demand. The problem is particularly pronounced in the tail of the demand distribution, where the lack of awareness may deter a high-quality niche app from being successful. App developers can develop new features, incorporate social features to share information about their apps, and increase their relative demand. We evaluate the effect of social and nonsocial or intrinsic features on the demand for apps on the iOS platform. Our findings suggest that only niche apps can increase their demand by incorporating social features. We also find that social features that allow sharing on platforms with large audiences and stronger ties among users, such as Facebook, are most effective. Additionally, social features can increase the demand for all apps when these are introduced along with less common intrinsic features. However, low-quality niche apps should refrain from sharing information about such features on platforms with low tie strength, as this may hurt the demand. Our results demonstrate how social and intrinsic features can have a different impact on the demand of the apps based on their popularity.",Crossref,100.0,10.1287/isre.2022.1151,https://doi.org/10.1287/isre.2022.1151,,,Goal 1,0.03946199125714247,False,
Ashish Agarwal,,2022,,"This paper employs a design science approach and proposes a new composite metric, eigen attention centrality (EAC), as a proxy for information flows associated with a node that considers both attention to a node and coattention with other nodes in a network. We apply the EAC metric in the context of a financial market where nodes are individual stocks and edges are based on coattention relationships among stocks. Composite information from different channels is used to measure attention and coattention. We evaluate the effectiveness of the EAC metric on predicting abnormal returns of stocks by (1) using multiple prediction methods and (2) comparing EAC with a set of alternative network metrics. Our analysis shows that EAC significantly outperforms alternative models in predicting the direction and magnitude of abnormal returns of stocks. Using the EAC metric, we derive a stock portfolio and develop a trading strategy that provides significant and positive excess returns. Lastly, we find that composite information has significantly better predictive performance than separate information sources, and such superior performance owes to information from social media instead of traditional media.",Crossref,99.009900990099,10.1287/isre.2021.1066,https://doi.org/10.1287/isre.2021.1066,,,Goal 17,0.009658650050533256,False,
Ashish Agarwal,,2021,,"ABSTRACT We examine the effect of pass-through entities embedded in corporate structures on tax avoidance, tax uncertainty, and tax noncompliance using unique, confidential tax return data that link corporations and pass-through entities together through Schedules K-1. We develop measures of the use of pass-through entities such as the number and “connectedness” of pass-throughs within the structure, the presence of loss pass-throughs or asymmetric allocations of such losses, and connections to entities external to the firm. We predict and find that these features are associated with lower effective tax rates, higher current-year additions to tax reserves, and larger amounts of proposed IRS audit adjustments, controlling for probability of audit selection. This large-sample evidence could help the IRS understand how pass-throughs affect compliance and financial statements users anticipate the tax effects related to entity structure. JEL Classifications: H20; H26; L22; M41.",Crossref,100.0,10.2308/tar-2019-0498,https://doi.org/10.2308/tar-2019-0498,,,Goal 17,0.005341666159054494,False,
Ashish Agarwal,,2020,,"With a large number of mobile apps in both iOS and Android platforms, app developers face a significant challenge in generating market demand. Apps can incorporate social features to share information on social media platforms and gain visibility. Classifying features of an app as intrinsic or social, we focus on the impact of these features in the head, body, and tail of the demand distribution. We posit that owing to the lack of visibility, apps in the tail may benefit more from social features than those in the head or body sections. Using a panel of version release notes from the iOS platform, we develop a new hierarchical deep learning model to extract intrinsic and social features. Our results suggest that social features increase the relative demand only for tail apps. For apps in the head of the distribution, social and intrinsic features together help increase the relative demand. However, the combined effect of social and intrinsic is negative in the tail for low-quality apps. The results underscore the heterogeneity in the effect of social features on app demand, an important consideration in the design phase. We demonstrate that there is no one-size-fits-all approach that works in all parts of the demand distribution. Our study provides managerial guidance to app developers in making their products visible through design choices and presents a novel deep learning approach for product feature identification.",Semantic Scholar (by DOI),87.2727272727273,10.2139/ssrn.3635854,https://www.semanticscholar.org/paper/a4f693eadd3ed557b6da657bf62125d89a24b490,,,Goal 1,0.05369850484229528,True,social cohesion
Ashish Agarwal,,2017,,"The ability to make predictions based on online searches in various contexts is gaining substantial interest in both research and practice. This study investigates a novel application of correlated online searches in predicting stock performance across supply chain partners. If two firms are economically dependent through a supply chain relationship and if information related to both firms diffuses in the market slowly or rapidly, then our ability to predict stock returns increases or decreases, respectively. We use online cosearches of stock as a proxy for the extent of information diffusion across supply chain-related firms. We identify publicly traded supply chain partners using Bloomberg data and construct cosearch networks of supply chain partners based on the weekly coviewing pattern of these firms on Yahoo! Finance. Our analyses show that the cosearch intensity across supply chain partners helps determine cross-return predictability. When investors of a focal stock pay less attention to its supply chain partners, we can use lagged partner returns to predict the future return of the focal stock. When investors’ coattention to focal and partner stocks is high, the predictability is low. Our simulated trading strategy using returns of supply chain partners with low coattention generates a significant and positive return above the market returns and performs better than the previously established trading strategy using returns of all supply chain partners. The online appendix is available at https://doi.org/10.1287/isre.2016.0656 .",Crossref,97.7777777777778,10.1287/isre.2016.0656,https://doi.org/10.1287/isre.2016.0656,,,Goal 9,0.03426869880932416,False,financial services for industry
Ashish Agarwal,,2017,,"There is an increasing attention in information systems to be able to predict outcomes using search frequency on popular portals. This growing literature focuses on revealing demand patterns of individual assets (e.g., products, stocks, services). However, users typically search many different assets together (e.g., correlated searches) and leave a digital footprint, which can help provide insights on the behaviors of a group of assets. Furthermore, such group behavior can be used to predict outcomes (e.g., demand, stock returns) in the future. We analyze the underlying behavior of distinct subnetworks formed by correlated user searches for multiple items in the stock market and use such information for return prediction. Using cosearch data for stocks from Yahoo! Finance, we find 50–79 search clusters representing 230–349 stocks among Russell 3000 stocks at different time periods. These clusters reveal interesting habitats where the returns of stocks within a cluster tend to comove after controlling for known determinants of comovement. When a stock enters (departs) a cluster, the focal stock return comoves (detaches) with the cluster returns. Thus, search cluster–based habitats reveal aggregate investment preferences and are more granular than fundamental-based habitats. We find that search-based habitats can also improve return predictability of related stocks. This paper was accepted by Chris Forman, information systems.",Crossref,100.0,10.1287/mnsc.2016.2470,https://doi.org/10.1287/mnsc.2016.2470,,,Goal 15,0.01963177116627304,False,
Ashish Agarwal,,2017,,"Social media platform owners often choose to provide tighter integration with their own complementary applications (i.e., first-party applications) as compared to that with other complementary third-party applications. We study the impact of such integration on consumer demand for first-party applications and competing third-party applications by exploring Facebook’s integration of Instagram, an application in its photo-sharing application ecosystem. We find that consumers obtain additional value from Instagram after its integration with Facebook, leading to a large increase in the use of Instagram for Facebook photo sharing. Further, we find that the growth of Instagram’s user base has a positive spillover effect on big third-party applications and a negative spillover effect on small third-party applications in Facebook’s photo-sharing ecosystem. As a result, while small third-party applications face reduced demand after integration, big third-party applications experience a small increase in demand. Thus, the overall demand for the entire photo-sharing application ecosystem actually increases, which suggests that Facebook’s integration strategy benefits the complementary market overall. Our results highlight the role of platform integration for first-party applications and the application ecosystem overall, and they have implications for strategic management of first-party applications in the presence of third-party applications. This paper was accepted by Anandhi Bharadwaj, information systems.",Crossref,99.0566037735849,10.1287/mnsc.2016.2502,https://doi.org/10.1287/mnsc.2016.2502,,,Goal 15,0.01941587648047511,False,
Ashish Agarwal,,2016,,"Our research examines the impact of competing ads on click performance of an ad in sponsored search. We use a unique data set of 1,267 advertiser keyword pairs with differing ad quality related to 360 keywords from a search engine to evaluate the click performance. We find that competing high-quality ads, appearing above the focal ad, have a lower negative effect on the click performance as compared to competing low-quality ads. We also find that this effect of competing ads varies with the ad position and the type of keyword. In general, the negative effect of competing high-quality ads decreases at low positions as compared to high positions. Furthermore, this decrease in the negative effect of competing high-quality ads is more substantial for specific keywords. Our results reveal consumer behavior in evaluating different quality ads in sponsored search. More specifically, our results suggest that consumers use the presence of high-quality competing ads as a signal of higher quality of the focal ad. Our findings can help advertisers better evaluate their relative performance for different positions for various types of keywords. This can also help evaluate the efficacy of the auction design mechanism.",Crossref,94.2148760330578,10.1287/isre.2016.0637,https://doi.org/10.1287/isre.2016.0637,,,Goal 17,0.01523208317063807,False,
Ashish Agarwal,,2015,,"We study the impact of changes in the competitors’ listings in organic search results on the performance of sponsored search advertisements. Using data from an online retailer’s keyword advertising campaign, we measure the impact of organic competition on both click-through rate and conversion rate of sponsored search advertisements. We find that an increase in organic competition leads to a decrease in the click performance of sponsored advertisements. However, organic competition helps the conversion performance of sponsored ads and leads to higher revenue. We also find that organic competition has a higher negative effect on click performance than does sponsored competition. Our results inform advertisers on how the presence of organic results influences the performance of their sponsored advertisements. Specifically, we show that organic competition acts as a substitute for clicks, but has a complementary effect on the conversion performance.",Crossref,96.0629921259843,10.1287/isre.2015.0593,https://doi.org/10.1287/isre.2015.0593,,,Goal 4,0.003161277441672541,False,
Shiva Agarwal,,2023,,"Abstract Research Summary Platform owners often use endorsements to actively manage complementor firms. We argue that the direct network effects of complementors' products play a central role in the platform management by its owner. We test our predictions using data on the Apple's promotion of apps. We find that apps with network effects are more likely to receive an award. This likelihood increases when the app is introduced by a developer with a larger market share but declines when introduced in a concentrated segment. The likelihood decreases further if the app is introduced in a concentrated segment by a developer that holds a larger market share. Further, we observe that in concentrated segments, the “challenger” developer has a higher likelihood of receiving the award relative to the leader. Managerial Summary Many products offered through platforms have their own direct network effects. The value of the product for each user grows with the number of other consumers using the product. Many platform owners also actively manage their platforms to ensure platform growth and often use less traditional tools such as product endorsements to achieve this goal. In the context of video games listed in the iOS App Store and the Editors' Choice Awards as a form of product endorsement, we examine the tradeoffs that products with direct network effects (i.e., multiplayer video games) present to the platform owner (Apple). On the one hand, the platform owner may want to promote apps with direct network effects to help them achieve a momentum in terms of user growth. On the other hand, networked apps may become dominant in the segment with negative implications for future growth of the segment and the platform owner's profitability. We find evidence consistent with this tension and find that it critically depends on the complementor strength and market segment concentration. We also observe that in concentrated segments, the “challenger” developer has a higher likelihood of receiving the award relative to the leader.",Crossref,83.7004405286344,10.1002/smj.3487,https://doi.org/10.1002/smj.3487,,,Goal 9,0.01697807262253846,False,
Shiva Agarwal,,2023,,"Complementary assets play an important role in shaping an innovation’s commercialization success. In this paper, we broaden the locus of complementarities to examine the role of complementary technologies residing in the business ecosystems that are becoming an important source of value creation for innovating firms. We argue that, on one hand, complementary technologies help innovations create more value for their users. On the other hand, they can also limit the focal innovation’s value creation by exposing them to performance bottlenecks as the underlying technological architecture of the ecosystem evolves. We further extend the notion of specialization of complementary assets to ecosystems by considering complementary technologies that are specialized to a focal ecosystem and those that are available across multiple ecosystems. We highlight that, although the complementary technologies that are specialized to an ecosystem facilitate greater value creation, they are more likely to subject the focal innovation to performance bottlenecks. Evidence from 244,034 apps launched by software developers for Apple’s iPhone ecosystem during 2008–2015 offers strong support for our framework. In summary, the study sheds light on the value creation tradeoff for firms innovating in business ecosystems—the opportunities associated with leveraging complementarities and the challenges associated with managing technological interdependencies. Funding: S. Agarwal was funded by the McCombs School of Business at The University of Texas at Austin [Research Excellence Grant].",Crossref,99.5433789954338,10.1287/orsc.2022.1615,https://doi.org/10.1287/orsc.2022.1615,,,Goal 9,0.06778523230451348,True,innovation; innovation ecosystems; technological support
Shiva Agarwal,,2017,,"We study the phenomenon of business ecosystems in which platform firms orchestrate the functioning of ecosystems by providing platforms and setting the rules for participation by complementor firms. We develop a theoretical framework to explain how the structural and evolutionary features of the ecosystem may shape the extent to which participating complementor firms can sustain their superior performance. The structural feature, which we refer to as ecosystem complexity, is a function of the number of unique components or subsystems that interact with the complementor’s product. We incorporate the evolutionary features by considering the role of generational transitions initiated by platform firms over time as well as the role of complementors’ ecosystem-specific experience. Evidence from Apple’s iOS and Google’s Android smartphone ecosystems supports our arguments that higher ecosystem complexity helps app developers sustain their superior performance, and that this effect is stronger for more experienced firms. In contrast, platform transitions initiated by Apple and Google make it more difficult for app developers to sustain their performance superiority, and that this effect is exacerbated by the extent of ecosystem complexity. The study offers a novel account of how the performance of complementor firms in platform-based business ecosystems may be shaped by their ecosystem-level interdependencies.",Crossref,99.3006993006993,10.1287/orsc.2017.1122,https://doi.org/10.1287/orsc.2017.1122,,,Goal 15,0.0713015003462069,True,ecosystem services
Aydogan Alti,,2018,,"We present a model where investors have incomplete information about the “climate of disruptive innovation,” which influences the arrival rate of new projects and the exit rate of existing businesses. Information about the disruption climate is a source of systematic risk that generates abnormal returns to value, profitability, and asset growth strategies along some sample paths. While the null hypothesis of zero return predictability is rejected at the appropriate rate if investors are rational Bayesians, it is rejected too often when investors are subject to information processing biases such as overconfidence. In the calibrated model, the magnitudes of the historically observed Sharpe ratios of the above-mentioned investment strategies can be generated in more than 10% of the sample paths when investors exhibit strong overconfidence.",Semantic Scholar,100.0,10.2139/ssrn.2839992,https://www.semanticscholar.org/paper/1d9ae0a57638a2282d800b9a62772465bb2d1666,,,Goal 13,0.1016292635446916,True,climate finance; climate risks
Edward Anderson,,2025,,"Generative AI tools can make developers up to 55% more productive, but rapid deployment creates dangerous technical debt. In brownfield environments with legacy systems, AI-generated code compounds existing problems when it’s deployed by inexperienced developers. To avoid costly system failures, organizations must establish clear guidelines, make technical debt management a priority, and train developers to use AI responsibly.",Crossref,100.0,10.63383/hadw7619,https://doi.org/10.63383/hadw7619,,,Goal 17,0.02263590080934219,False,
