KEY,Name,pub_title,Abstract,Source,MatchScore,DOI,URL,Year_Found,Venue,Status,QueryUsed,CandidateTitle,CandidateDOI,WhyNoAbstract,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
866828312f5d23c91121d69e8ad50d82c9250dad,Aneel Karnani,"Does Microcredit Reduce Poverty? An Empirical Exploration in India
Opens a new window","Microcredit has grown dramatically over the last few decades and its supporters have made extravagant promises about its potential impact on reducing poverty. However, much recent research has shown that microcredit has no significant impact on reducing poverty. In this exploratory study we interview 205 clients of for-profit microcredit to better understand the causes of why microcredit has not lived up to its promise. We find the basic problem is that the lending policies of the microcredit organizations are designed to lower the costs and risks, and hence increase the profits of the organization, and are not responsive to the needs of the clients and their microenterprises.",Crossref,0.0,10.23860/mgdr-2021-06-03-02,https://doi.org/10.23860/mgdr-2021-06-03-02,2021.0,"Markets, Globalization &amp; Development Review",no_abstract_from_cr,CR-title:Does Microcredit Reduce Poverty? An Empirical Exploration in India Opens a new w,Does Microcredit Reduce Poverty? An Empirical Exploration in India,10.23860/mgdr-2021-06-03-02,,Goal 1,0.04684612779721514,False,microfinance
1f02949537731158fd91047ed9e5207ee6871824,Aneel Karnani,"Corporate Leanwashing and Consumer Beliefs about Obesity
Opens a new window","Purpose of Review
Caloric overconsumption, rather than lack of exercise, is the primary driver of overweight and obesity. We review people’s beliefs about the causes of obesity, the origins and consequences of these beliefs, and suggest possible mechanisms for corrective action.

Recent Findings
In multiple samples across the world, approximately half of the population mistakenly believes that lack of exercise is the primary cause of obesity. These misbeliefs have consequences: people who underestimate the importance of one’s diet are more likely to be overweight or obese than people who correctly believe that diet is the primary cause of obesity. Next, we discuss the systematic misrepresentation of these factors—which we call “leanwashing”—by the food and beverage industry. Corporate messaging and actions are likely contributing factors to these mistaken beliefs being so widespread, and thus corrective actions are required. These include regulation and taxation.

Summary
People’s beliefs have important medical consequences, and the origins of these beliefs and misbeliefs need to be monitored and regulated.",Crossref,0.0,10.1007/s13668-017-0210-1,https://doi.org/10.1007/s13668-017-0210-1,2017.0,Current Nutrition Reports,no_abstract_from_cr,CR-title:Corporate Leanwashing and Consumer Beliefs about Obesity Opens a new window,Corporate Leanwashing and Consumer Beliefs About Obesity,10.1007/s13668-017-0210-1,,Goal 2,0.04190964560958799,False,
ad9bbfe23c3ed090b942eabf0e48d4783406a9da,Aneel Karnani,"The Roles of the Private and Public Sectors in Poverty Reduction
Opens a new window","There are two major actors involved in tackling the challenge of poverty: private businesses and government. Unfortunately, both actors have tended to view each other through the lens of negative stereotypes, and each actor (or its proponents) dismisses the contributions of the other player and minimises its role. Unusual compared to most past literature, Khare and Varman in their article 'Kafkaesque institutions at the base of the pyramid' in this journal in 2016 reject both the private and the public sectors. By contrast, in this article, I argue for an ideologically eclectic approach, and suggest appropriate roles for both business and government in poverty reduction. The private sector needs to focus on creating employment opportunities for the poor and the government should focus on providing basic public services to the poor.",Crossref,0.0,10.1080/0267257x.2017.1313758,https://doi.org/10.1080/0267257x.2017.1313758,2017.0,Journal of Marketing Management,no_abstract_from_cr,CR-title:The Roles of the Private and Public Sectors in Poverty Reduction Opens a new win,The roles of the private and public sectors in poverty reduction,10.1080/0267257x.2017.1313758,,Goal 1,0.08237601703344838,True,extreme poverty; poverty alleviation; poverty line; poverty reduction; private sector role
f03e57a802e72be5d99bf2f03ba1d654716b0420,Aneel Karnani,"The Obesity Crisis as Market Failure: An Analysis of Systemic Causes and Corrective Mechanisms
Opens a new window","Obesity has high personal, social, and economic costs. Since medical research demonstrates that the primary cause of obesity is caloric intake, and food is bought and sold in the consumer marketplace, we begin with the argument that obesity represents a case of market failure. Integrating empirical research in consumer behavior with theories from public economics and business strategy, we examine the four possible corrective mechanisms to address market failures: government intervention, corporate social responsibility, industry self-regulation, and social activism. Taking the same lens, we examine how market-level conditions can be applied to correct market failures in the context of obesity, making a critical evaluation of various extant suggestions on how best to address the problem of obesity.",Crossref,0.0,10.1086/686244,https://doi.org/10.1086/686244,2016.0,Journal of the Association for Consumer Research,no_abstract_from_cr,CR-title:The Obesity Crisis as Market Failure: An Analysis of Systemic Causes and Correct,The Obesity Crisis as Market Failure: An Analysis of Systemic Causes and Corrective Mechanisms,10.1086/686244,,Goal 2,0.04896370964964213,False,
ac5a0f5dc6df91267be0196879a9d377aba738cd,Samantha Keppler,"On the Use of Operations Research and Management in Public Education Systems
Opens a new window","This tutorial explores a series of questions related to the use of operations research (OR) and operations management (OM) to improve public education systems. These questions are as follows: (i) In the past century, how have changes in education policy prompted new OR/OM areas of research? (ii) What are the current research areas of central importance in education operations? (iii) How can researchers interested in studying education operations establish partnerships with districts, schools, or education companies? Drawing on key papers from the literature and our experiences, as well as experiences of other researchers and practitioners who have engaged in partnerships, we answer these questions and highlight emerging areas of research in public education. We trace the history of OR/OM research in education chronologically, starting from the 1950s, and discuss the legal, political, economic, technological, and social events that have marked major shifts in public education provision. Though still developing at the time of publication, we discuss COVID-19 and its tremendous impact on education provision. Our broad review explores the links between issues in education over time and OR/OM research interests, methods, and technology.",Crossref,0.0,10.1287/educ.2020.0216,https://doi.org/10.1287/educ.2020.0216,2020.0,Pushing the Boundaries: Frontiers in Impactful OR/OM Research,no_abstract_from_cr,CR-title:On the Use of Operations Research and Management in Public Education Systems Ope,On the Use of Operations Research and Management in Public Education Systems,10.1287/educ.2020.0216,,Goal 4,0.2853836048983119,True,COVID-19 impact on education; education policies; education systems; school infrastructure
ca201ba9ed221c9dd7f38664380ca4cc3c16ba26,Murat Koksalan,"Biobjective Route Planning of Unmanned Air Vehicles in Continuous Terrain,","We consider the route planning problem of an unmanned air vehicle (UAV) in a continuous space that is monitored by radars. The UAV visits multiple targets and returns to the base. The routes are constructed considering the total distance traveled and the total radar detection threat objectives. The UAV is capable of moving to any point in the terrain. This leads to infinitely many efficient trajectories between target pairs and infinitely many efficient routes to visit all targets. We use a two stage approach in solving the complex problem of finding all efficient routes. In the first stage, we structure the nondominated frontiers of the efficient trajectories between all target pairs. For this, we first identify properties shared by efficient trajectories between target pairs that are protected by a radar. This helps to structure the nondominated frontier between any target pair by identifying at most four specific efficient trajectories. We develop a search-based algorithm that finds these efficient trajectories effectively. For the second stage, we develop a mixed integer nonlinear program that exploits the structured nondominated frontiers between target pairs to construct the efficient routes. We compare the nondominated front we generate in the continuous space with its counterpart in a terrain discretized with three different grid fidelities. The continuous space representation outperforms all discrete representations in terms of solution quality and computational times.",Crossref,0.0,10.1016/j.trb.2023.01.001,https://doi.org/10.1016/j.trb.2023.01.001,2023.0,Transportation Research Part B: Methodological,no_abstract_from_cr,"CR-title:Biobjective Route Planning of Unmanned Air Vehicles in Continuous Terrain,",Biobjective route planning of an unmanned air vehicle in continuous space,10.1016/j.trb.2023.01.001,,Goal 13,0.011642323174375,False,
1e315dfcc361174549820bed4064239f4a2b56b2,Murat Koksalan,Finding preferred solutions under weighted Tchebycheff preference functions for multi-objective integer programs,"Many interactive approaches in multi-objective optimization assume the existence of an underlying preference function that represents the preferences of a decision maker (DM). In this paper, we develop the theory and an exact algorithm that guarantees finding the most preferred solution of a DM whose preferences are consistent with a Tchebycheff function for multi-objective integer programs. The algorithm occasionally presents pairs of solutions to the DM and asks which one is preferred. It utilizes the preference information together with the properties of the Tchebycheff function to generate solutions that are candidates to be the most preferred solution. We test the performance of the algorithm on a set of three and four-objective combinatorial optimization problems.",Crossref,0.0,10.1016/j.ejor.2022.11.043,https://doi.org/10.1016/j.ejor.2022.11.043,2023.0,European Journal of Operational Research,no_abstract_from_cr,CR-title:Finding preferred solutions under weighted Tchebycheff preference functions for ,Finding preferred solutions under weighted Tchebycheff preference functions for multi-objective integer programs,10.1016/j.ejor.2022.11.043,,Goal 2,0.004127217915316603,False,
f1319cca04b70d9c4aa88fc5e6c126c43cfe8338,Murat Koksalan,Extensions for Benders cuts and new valid cuts for solving the European day-ahead electricity market clearing problem efficiently,"We study the day-ahead electricity market clearing problem under the prevailing market design in the European electricity markets. We revisit the Benders decomposition algorithm that has been used to solve this problem. We develop new valid inequalities that substantially improve the performance of the algorithm. We generate instances that mimic the characteristics of past bids of the Turkish day-ahead electricity market and conduct experiments. We use two leading mixed-integer programming solvers, IBM ILOG Cplex and Gurobi, in order to assess the impact of employed solver on the algorithm performance. We compare the performances of our algorithm, the primal-dual algorithm, and the Benders decomposition algorithm using the existing cuts from the literature. The extensive experiments we conduct demonstrate that the price-based cuts we develop improve the performance of the Benders decomposition algorithm and outperform the primal-dual algorithm.",Crossref,0.0,10.1016/j.ejor.2021.10.007,https://doi.org/10.1016/j.ejor.2021.10.007,2022.0,European Journal of Operational Research,no_abstract_from_cr,CR-title:Extensions for Benders cuts and new valid cuts for solving the European day-ahea,Extensions for Benders cuts and new valid inequalities for solving the European day-ahead electricity market clearing problem efficiently,10.1016/j.ejor.2021.10.007,,Goal 7,0.01034068891975891,False,
98a868666cbfa0e7839141d4e29ca1c65bf21389,Murat Koksalan,Evaluating solutions and solution sets under multiple objectives,"In this study we address evaluating solutions and solution sets that are defined by multiple objectives based on a function. Although any function can be used, we focus on mostly weighted Tchebycheff functions that can be used for a variety of purposes when multiple objectives are considered. One such use is to approximate a decision maker’s preferences with a Tchebycheff utility function. Different solutions can be evaluated in terms of expected utility conditional on weight values. Another possible use is to evaluate a set of solutions that approximate a Pareto set. It is not straightforward to find the Pareto set, especially for large-size multi-objective combinatorial optimization problems. To measure the representation quality of approximate Pareto sets and to compare such sets with each other, there are some performance indicators such as the hypervolume measure, the  indicator, and the integrated preference functional (IPF) measure. A Tchebycheff function based IPF measure can be used to estimate how well a set of solutions represents the Pareto set. We develop the necessary theory to practically evaluate solutions and solution sets. We develop a general algorithm and demonstrate it for two, three, and four objectives.",Crossref,0.0,10.1016/j.ejor.2021.01.021,https://doi.org/10.1016/j.ejor.2021.01.021,2021.0,European Journal of Operational Research,no_abstract_from_cr,CR-title:Evaluating solutions and solution sets under multiple objectives,Evaluating solutions and solution sets under multiple objectives,10.1016/j.ejor.2021.01.021,,Goal 7,0.006957241940593468,False,
520e25f592b848001bd32a63ee167149c9fa8a13,Murat Koksalan,Finding a Representative Nondominated Set for Multi-objective Mixed Integer Programs,"In this paper, we develop algorithms to find small representative sets of nondominated points that are well spread over the nondominated frontiers for multi-objective mixed integer programs. We evaluate the quality of representations of the sets by a Tchebycheff distance-based coverage gap measure. The first algorithm aims to substantially improve the computational efficiency of an existing algorithm that is designed to continue generating new points until the decision maker (DM) finds the generated set satisfactory. The algorithm improves the coverage gap value in each iteration by including the worst represented point into the set. The second algorithm, on the other hand, guarantees to achieve a desired coverage gap value imposed by the DM at the outset. In generating a new point, the algorithm constructs territories around the previously generated points that are inadmissible for the new point based on the desired coverage gap value. The third algorithm brings a holistic approach considering the solution space and the number of representative points that will be generated together. The algorithm first approximates the nondominated set by a hypersurface and uses it to plan the locations of the representative points. We conduct computational experiments on randomly generated instances of multi-objective knapsack, assignment, and mixed integer knapsack problems and show that the algorithms work well.",Crossref,0.0,10.1016/j.ejor.2018.06.012,https://doi.org/10.1016/j.ejor.2018.06.012,2019.0,European Journal of Operational Research,no_abstract_from_cr,CR-title:Finding a Representative Nondominated Set for Multi-objective Mixed Integer Prog,Finding a representative nondominated set for multi-objective mixed integer programs,10.1016/j.ejor.2018.06.012,,Goal 9,0.00995357672390822,False,
6553402961a5d0d7d7d96d170051b9d062ef7d55,Murat Koksalan,Interactive Algorithms for a Broad Underlying Family of Preference Functions,In multi-criteria decision making approaches it is typical to consider an underlying preference function that is assumed to represent the decision maker’s preferences. In this paper we introduce a broad family of preference functions that can represent a wide variety of preference structures. We develop the necessary theory and interactive algorithms for both the general family of the preference functions and for its special cases. The algorithms guarantee to find the most preferred solution (point) of the decision maker under the assumed conditions. The convergence of the algorithms are achieved by progressively reducing the solution space based on the preference information obtained from the decision maker and the properties of the assumed underlying preference functions. We first demonstrate the algorithms on a simple bi-criteria problem with a given set of available points. We also test the performances of the algorithms on three-criteria knapsack problems and show that they work well.,Crossref,0.0,10.1016/j.ejor.2017.07.028,https://doi.org/10.1016/j.ejor.2017.07.028,2018.0,European Journal of Operational Research,no_abstract_from_cr,CR-title:Interactive Algorithms for a Broad Underlying Family of Preference Functions,Interactive algorithms for a broad underlying family of preference functions,10.1016/j.ejor.2017.07.028,,Goal 5,0.01266172014987085,False,
7ff57f0187ce2179f656c9d53d7af24254c50580,Murat Koksalan,An evolutionary approach to generalized biobjective traveling salesperson problem,"We consider the generalized biobjective traveling salesperson problem, where there are a number of nodes to be visited and each node pair is connected by a set of edges. The final route requires finding the order in which the nodes are visited (tours) and finding edges to follow between the consecutive nodes of the tour. We exploit the characteristics of the problem to develop an evolutionary algorithm for generating an approximation of nondominated points. For this, we approximate the efficient tours using approximate representations of the efficient edges between node pairs in the objective function space. We test the algorithm on several randomly-generated problem instances and our experiments show that the evolutionary algorithm approximates the nondominated set well.",Crossref,0.0,10.1016/j.cor.2016.04.027,https://doi.org/10.1016/j.cor.2016.04.027,2017.0,Computers &amp; Operations Research,no_abstract_from_cr,CR-title:An evolutionary approach to generalized biobjective traveling salesperson proble,An evolutionary approach to generalized biobjective traveling salesperson problem,10.1016/j.cor.2016.04.027,,Goal 11,0.00245508263303564,False,
6ca8a51652f09973b3365aada36af7abbdcdd7da,Murat Koksalan,Emotional-motivational responses predicting choices: The role of asymmetrical frontal cortical activity,"We examined (a) how emotional attachment to a choice option as indexed by state-related changes in electroencephalographic (EEG) asymmetry over the prefrontal cortex and electrodermal activity predicts choices and mediates the endowment effect and (b) the emotional–motivational responses to trade-off choices. Thirty-eight participants made choices between three 4-product packages, in which the frequency of each of the products varied. Greater relative left frontal activation and high peak skin conductance level (SCL) elicited by a previously selected choice option predicted a stronger endowment effect, suggesting that approach motivation and emotional attachment mediate the endowment effect. Not selecting a choice option with high emotional attachment elicited relatively greater right hemisphere activation, supporting also the role of loss aversion in the endowment effect. In addition, high trade-off difficulty was associated with increased withdrawal motivation (or less approach motivation) and negatively valenced arousal. We conclude with a discussion of practical implications of our findings.",Crossref,0.0,10.1016/j.joep.2015.11.007,https://doi.org/10.1016/j.joep.2015.11.007,2016.0,Journal of Economic Psychology,no_abstract_from_cr,CR-title:Emotional-motivational responses predicting choices: The role of asymmetrical fr,Emotional–motivational responses predicting choices: The role of asymmetrical frontal cortical activity,10.1016/j.joep.2015.11.007,,Goal 17,0.01142320325845064,False,
7cac963793f51b0b5a90a00fdeb58b6c3c37578d,Shirli Kopelman,"Power, constraint, and cooperation in groups: The role of communication. 
Opens a new window","Cooperation is essential for group survival and success. Inequality among group members can undermine voluntary cooperation in groups, and this problem is exacerbated when those with less power observe those with more power behave selfishly. We propose, and empiricaly demonstrate, that even when powerholders behave selfishly and messages are nonbinding and unverifiable, communication with group members fosters cooperation in hierarchical groups. We introduce a novel experimental task to study how communication influences cooperation in groups. In the ABC game, three individuals take turns choosing whether to Add resources to a collective pool (A), Claim resources from that pool (C), or do Both simultaneously (B), thereby gaining less but without depleting the pool. In our study, powerholders made the first choice in each block of decisions and had unlimited power to allocate resources after the task. They were both first movers and final decision makers. We constrained powerholders' behavior to be selfish or cooperative by restricting their choice set: some powerholders had only choices A and B available to them, whereas other poweholders had only choices C and B available to them. In addition, half the groups could communicate, whereas the other half could not. Our findings (N = 3690 incentivized decisions) demonstrate that nonbinding communication significantly increases cooperation in hierarchical groups even when powerful group members are constrained to behave selfishly, challenging the notion that actions always speak louder than words.",Crossref,0.0,10.1016/j.jesp.2022.104283,https://doi.org/10.1016/j.jesp.2022.104283,2022.0,Journal of Experimental Social Psychology,no_abstract_from_cr,"CR-title:Power, constraint, and cooperation in groups: The role of communication. Opens a","Power, constraint, and cooperation in groups: The role of communication",10.1016/j.jesp.2022.104283,,Goal 17,0.04234658874100842,False,triangular cooperation
8300e225cc3e62d813440ef5fa97517176fb4b55,Shirli Kopelman,"The conceptual and empirical value of a positive lens: An invitation to organizational scholars to develop novel research questions. 
Opens a new window","This article articulates how a positive lens contributes to organizational studies by stimulating novel research questions to foster flourishing in individuals, teams, and organizations. We highlight how researchers have used a positive lens to transform the kinds of questions that are asked in three domains of organizational research: resources, learning, and ethics. We then draw out and illuminate three pathways indicative of applying a positive lens: resource unlocking, capacity creating, and strength building. In closing, we invite scholars to consider applying a positive lens to their own area of inquiry to bolster understanding of flourishing within and across organizations by offering a set of questions to help them determine if their own domains of inquiry might be ripe for a positive lens.",Crossref,0.0,10.5465/amp.2015.0056,https://doi.org/10.5465/amp.2015.0056,2021.0,Academy of Management Perspectives,no_abstract_from_cr,CR-title:The conceptual and empirical value of a positive lens: An invitation to organiza,The Conceptual and Empirical Value of a Positive Lens: An Invitation to Organizational Scholars to Develop Novel Research Questions,10.5465/amp.2015.0056,,Goal 17,0.01007444652928447,False,
b7b0a7a76ab90c7c7da22fd694ab7cd340c1d609,Shirli Kopelman,"Cooperation in Multicultural Negotiations: How the Cultures of People with Low and High Power Interact 
Opens a new window","This study examined whether the cultures of low- and high-power negotiators interact to influence cooperative behavior of low-power negotiators. Managers from 4 different cultural groups (Germany, Hong Kong, Israel, and the United States) negotiated face-to-face in a simulated power-asymmetric commons dilemma. Results supported an interaction effect in which cooperation of people with lower power was influenced by both their culture and the culture of the person with higher power. In particular, in a multicultural setting, low-power managers from Hong Kong, a vertical-collectivist culture emphasizing power differences and group alignment, adjusted their cooperation depending on the culture of the high-power manager with whom they interacted. This study contributes to understanding how culture shapes behavior of people with relatively low power, illustrates how a logic of appropriateness informs cooperation, and highlights the importance of studying multicultural social interactions in the context of negotiations, work teams, and global leadership. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Crossref,0.0,10.1037/apl0000065,https://doi.org/10.1037/apl0000065,2016.0,Journal of Applied Psychology,no_abstract_from_cr,CR-title:Cooperation in Multicultural Negotiations: How the Cultures of People with Low a,Cooperation in multicultural negotiations: How the cultures of people with low and high power interact.,10.1037/apl0000065,,Goal 17,0.0309794637326369,False,
1ff5ab431915d32176fae65dc3cdbdfcf9100291,Shirli Kopelman,"Weep and Get More: When and Why Sadness Expression is Effective in Negotiations 
Opens a new window","Although recently some research has been accumulated on emotional expressions in negotiations, there is little research on whether expressing sadness could have any effect in negotiations. We propose that sadness expressions can increase the expressers’ ability to claim value in negotiations because they make recipients experience greater other-concern for the expresser. However, only when the social situation provides recipients with reasons to experience concern for the expresser in the first place, will recipients act on their other-concern and, eventually, concede more to a sad expresser. Three experiments tested this proposition by examining face-to-face, actual negotiations (in which participants interacted with each other). In all 3 experiments, recipients conceded more to a sad expresser when, but only when, features of the social situation provided reasons to experience other-concern for the expresser, namely (a) when recipients perceived the expresser as low power (Experiment 1), (b) when recipients anticipated a future interaction (Experiment 1), (c) when recipients construed the relationship as collaborative in nature (Experiment 2), or (d) when recipients believed that it was inappropriate to blame others (Experiment 3). All 3 experiments showed that the positive effect of sadness expression was mediated by the recipients’ greater other-concern. These findings extend previous research on emotional expressions in negotiations by emphasizing a distinct psychological mechanism. Implications for our understanding of sadness, negotiations, and emotions are discussed. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Crossref,0.0,10.1037/a0038783,https://doi.org/10.1037/a0038783,2015.0,Journal of Applied Psychology,no_abstract_from_cr,CR-title:Weep and Get More: When and Why Sadness Expression is Effective in Negotiations ,Weep and get more: When and why sadness expression is effective in negotiations.,10.1037/a0038783,,Goal 1,0.008797017936171573,False,
01805918156da8ef99626aaf2c4c9df9b6060c14,Jeremy Kress,"Reviving Bank Antitrust 
Opens a new window","After decades of disuse, antitrust is back. Renewing the United States’ longstanding distrust of concentrated economic power, antimonopoly scholars have documented widespread harms of corporate “bigness” and inspired policy initiatives to deconcentrate the U.S. economy. To date, however, the new antitrust movement has largely overlooked a key cause of commercial concentration: the rapid consolidation of the U.S. banking sector. More than 30,000 banks served local communities a century ago, but today just six financial conglomerates control half of the U.S. banking system. Bank consolidation, in turn, has spurred conglomeration throughout the economy. As the Supreme Court recognized in 1963, “Concentration in banking accelerates concentration generally.”

This Article contends that scholars and policymakers have neglected bank antitrust law for the past forty years and thereby encouraged excessive consolidation in the banking sector and the broader economy. It argues that policymakers’ current approach to bank antitrust—premised on consumer welfare—has failed in two critical respects. First, it has failed on its own terms, as bank mergers have increased the cost and reduced the availability of basic financial services. Second, because of its narrow focus on consumer prices, the prevailing standard has ignored numerous non-price harms stemming from bank consolidation, including diminished product quality, heightened entry barriers, and greater macroeconomic instability. To correct these shortcomings, this Article proposes a roadmap for reviving bank antitrust. It recommends strengthening the analytical tools used to identify anticompetitive bank mergers and rejecting a narrow focus on consumer prices in favor of a more comprehensive analysis of the costs that bank consolidation imposes on society. Reviving bank antitrust in this way is critical to enhancing competition in the financial sector and throughout the U.S. economy.",Crossref,0.0,10.2139/ssrn.4039197,https://doi.org/10.2139/ssrn.4039197,2022.0,SSRN Electronic Journal,no_abstract_from_cr,CR-title:Reviving Bank Antitrust Opens a new window,Reviving Bank Antitrust,10.2139/ssrn.4039197,,Goal 8,0.02462527506964623,False,Aid for Trade; access to banking; economic growth; economic inequality; economic policies; economic recovery; employment; entrepreneurship; financial institutions; financial services; financial services access; labour market
d812a614def1a8eb8851083d1872f4d02de80f2c,Jeremy Kress,"Regulating Entities and Activities: Complementary Approaches to Nonbank Systemic Risk 
Opens a new window","The recent financial crisis demonstrated that, contrary to longstanding regulatory assumptions, nonbank financial firms — such as investment banks and insurance companies — can propagate systemic risk throughout the financial system. After the crisis, policymakers in the United States and abroad developed two different strategies for dealing with nonbank systemic risk. The first strategy seeks to regulate individual nonbank entities that officials designate as being potentially systemically important. The second approach targets financial activities that could create systemic risk, irrespective of the types of firms that engage in those transactions. In the last several years, domestic and international policymakers have come to view these two strategies as substitutes, largely abandoning entity-based designations in favor of activities-based approaches. This Article argues that this trend is deeply misguided because entity- and activities-based approaches are complementary tools that are each essential for effectively regulating nonbank systemic risk. Eliminating an entity-based approach to nonbank systemic risk — either formally or through onerous procedural requirements — would expose the financial system to the same risks that it experienced in 2008 as a result of distress at nonbanks like AIG, Bear Stearns, and Lehman Brothers. This conclusion is especially salient in the United States, where jurisdictional fragmentation undermines the capacity of financial regulators to implement an effective activities-based approach. Significant reforms to the U.S. regulatory framework are necessary, therefore, before an activities-based approach can meaningfully complement domestic entity-based systemic risk regulation.",Crossref,0.0,10.2139/ssrn.3238059,https://doi.org/10.2139/ssrn.3238059,2018.0,SSRN Electronic Journal,no_abstract_from_cr,CR-title:Regulating Entities and Activities: Complementary Approaches to Nonbank Systemic,Regulating Entities and Activities: Complementary Approaches to Nonbank Systemic Risk,10.2139/ssrn.3238059,,Goal 17,0.02519539978786924,False,
8505a077805b9dec170d699b0e616f1307325fea,Aradhna Krishna,"The trivial-task motivation effect: highlighting completion of an initial trivial task increases motivation for the main task 
Opens a new window","Respondents in online panels often lack motivation when completing research questionnaires. We propose a method to improve their motivation. In many online survey platforms, questionnaires start with a relatively trivial task (e.g., self-identification or responding to screener demographic questions). We show that bringing attention to the completion of these trivial tasks can increase participants’ motivation in the subsequent main task; without this completion cue, the completion of the trivial task tends to go unnoticed. Using different trivial tasks (e.g., providing demographic information, stapling a questionnaire) and main tasks (e.g., commenting about a situation, recalling information), four experiments demonstrate what we call the “trivial-task motivation effect”. We further show that trivial tasks need not be irritants and may be added to surveys, along with a completion cue, to boost motivation. Our research presents an easily implemented and low-cost method to increase motivation in surveys.",Crossref,0.0,10.1007/s11002-023-09692-5,https://doi.org/10.1007/s11002-023-09692-5,2023.0,Marketing Letters,no_abstract_from_cr,CR-title:The trivial-task motivation effect: highlighting completion of an initial trivia,The trivial-task motivation effect: highlighting completion of an initial trivial task increases motivation for the main task,10.1007/s11002-023-09692-5,,Goal 9,0.004928212785867933,False,
d3b2b81d6a0e4a36d24d37702c54864efc6fe2aa,Aradhna Krishna,How does regulatory monitoring of cause marketing affect firm behavior and donations to charity?,"Cause marketing (CM) typically involves for-profit firms donating part of their sales revenue to a charity, with the hope that this will increase their revenue. We argue that it is important for a regulator to monitor firms’ CM activities, and to assess how differences in the enforcement of CM laws impact the CM practice by firms. Our analytical model uses a Stackelberg leader–follower game that endogenizes the regulator’s decision to enforce CM. The firm then decides whether to truthfully declare or overstate the amount it contributes to charity (and if overstate: by how much). We find the following results in equilibrium under different conditions: (i) CM campaigns are a win–win–win situation – they increase profit for the firm while being truthful, generate larger donations for the charity, and generate a cause marketing surplus for the regulator, resulting in doing well while doing good, (ii) the best response of the firm is to be strategic, even when the regulator is strict with monitoring, (iii) the regulator itself decides not to monitor CM, even though it knows that this results in untruthful behavior by firms. When we endogenize the extent of overstatement, we find that the firm tends to be strategic by overstating donation percentage, whether the regulator is strict or not. As the proportion of unsophisticated consumers (who believe a firm’s claims, whether truthful or not) increases, the donation proportion decreases in general, and the overstatement level increases when the regulator is lenient and decreases when the regulator is strict. In equilibrium, the regulator is strict if the market size is large, and lenient otherwise. A survey with consumers supports key modeling assumptions regarding consumers' lack of knowledge of CM laws.",Crossref,0.0,10.1016/j.ijresmar.2022.01.003,https://doi.org/10.1016/j.ijresmar.2022.01.003,2022.0,International Journal of Research in Marketing,no_abstract_from_cr,CR-title:How does regulatory monitoring of cause marketing affect firm behavior and donat,How does regulatory monitoring of cause marketing affect firm behavior and donations to charity?,10.1016/j.ijresmar.2022.01.003,,Goal 16,0.005837100734736915,False,
1bf13dd8042e3f31a628e2e32536e1747523198c,Aradhna Krishna,It Should not take a Funeral: An Introduction to the Dialogue on the Self-Control Construct,"New ideas must be promoted and old ones challenged. This is how science evolves and paradigms shift (Kuhn, 1962). Unfortunately, if this is left to happen organically—that is, via the competition of ideas—the evolution may be very slow. For new ideas to flourish, at the very extreme, it may actually take the death of a prominent scientist (Azoulay, Fons-Rosen, & Graff Zivin, 2019). Or, to quote Max Planck, “A new scientific truth does not triumph by convincing its opponents and making them see the light, but rather because its opponents eventually die, and a new generation grows up that is familiar with it.”",Crossref,0.0,10.1002/jcpy.1143,https://doi.org/10.1002/jcpy.1143,2019.0,Journal of Consumer Psychology,no_abstract_from_cr,CR-title:It Should not take a Funeral: An Introduction to the Dialogue on the Self-Contro,It Should Not Take a Funeral: An Introduction to the Dialogue on the Self‐Control Construct,10.1002/jcpy.1143,,Goal 12,0.005429434046022863,False,
a17cf4b20c36e8eb69d7d2e53474842500ee402a,Aradhna Krishna,"Pain scales as placebos: Can pain scales change reported pain across measurements? 
Opens a new window","Various aspects of measurement scales, such as whether the scale is unipolar or bipolar, or the direction of response alternatives, can influence how people evaluate their own subjective experience. Here, we demonstrate scale effects tied to repeated measurement by examining self-reported pain. In many contexts, assessment of subjective experiences is done repeatedly, as when pain patients report their pain levels using a variety of scales. We propose that this repeated measurement can impact how people report their pain. In two studies, we find that the choice of measurement scale initially used to assess pain results in different levels of self-reported pain levels at a later assessment. These repeated scale measurement effects appear to be due, in part, to the initial scales differentially affecting participant expectations for the amount of additional pain they can bear. This work extends literature on scale effects to repeated measurement. Given that many subjective experiences besides pain are also measured repeatedly (e.g., fatigue and anxiety), our results also may have wider application to other domains of experience.",Crossref,0.0,10.1016/j.jesp.2020.103961,https://doi.org/10.1016/j.jesp.2020.103961,2020.0,Journal of Experimental Social Psychology,no_abstract_from_cr,CR-title:Pain scales as placebos: Can pain scales change reported pain across measurement,Pain scales as placebos: Can pain scales change reported pain across measurements?,10.1016/j.jesp.2020.103961,,Goal 17,0.009913838482028866,False,
