title,authors,year,url,Abstract,Source,MatchScore,DOI,URL_found,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
The role of intermediaries in selection markets: Evidence from mortgage lendingReview of Financial Studies,"Allen, J. & Clark, R. & Houde, J. & Li, S. & rubnikova, A",2024,,"Abstract We study the role of brokers in selection markets. We find broker-clients in the Canadian mortgage market are observationally different from branch-clients. They finance larger loans with more leverage and longer amortization. We build and estimate a model of mortgage demand to disentangle three possible explanations for these riskier product choices: (1) selection on observables, (2) unobserved borrower preferences for riskier loans, and (3) a causal effect of brokers. Although we find that brokers influence product choices, the main reason borrowers choose high-leverage products is unobserved preferences. Borrowers prefer larger loans and brokers facilitate qualification for them.",Crossref,80.21978021978022,10.1093/rfs/hhae075,https://doi.org/10.1093/rfs/hhae075,Goal 12,0.007347925321707651,False,
"Scalability, Venture Capital Availability, and Unicorns: Evidence from the Valuation and Timing of IPOsJournal of Business Venturing","Somaya, D. & You, J",2024,,"The growing phenomenon of highly valued startups (e.g., unicorns) poses fundamental questions for entrepreneurship research. We posit that venture scalability and VC funding availability may explain startups' IPO valuations (and timing). Highly scalable ventures may not only capture very large market opportunities, but their scaling strategies may also be constrained by the governance and regulatory burdens faced by public firms. Accordingly, we hypothesize and find that more scalable ventures undertake IPOs at higher valuations, which is positively moderated by VC funding availability. Highly scalable startups also delay their IPOs for longer but only when VC funding availability is high.",Google Scholar (SerpAPI),78.57142857142857,,https://www.sciencedirect.com/science/article/pii/S0883902623000599,Goal 17,0.01662186786161937,False,
The Challenge of Maintaining Passion for Work over Time: A Daily Perspective on Passion and Emotional ExhaustionOrganization Science,"Bredehorst, J. & Krautter, K. & Meuris, J. & Jachimowicz, J",2024,,"Passion for work is highly coveted, but many employees report struggling to maintain their passion over time. In the current research, we explain the challenge of pursuing passion by conceptualizing passion as an attribute with temporal variation. Viewed through a daily lens, we argue that self-regulation plays a critical role in understanding the challenges underlying the daily maintenance of passion. More specifically, we hypothesize that—unless employees adequately regulate their passion on any given day—higher levels of passion will lead them to invest more time and energy into their work, decreasing their psychological detachment from work after the workday, and consequently resulting in higher levels of emotional exhaustion the next day. Higher levels of emotional exhaustion on a given day subsequently prompt a greater need for recovery, shifting employees’ focus away from devoting time and energy into work, thereby eroding their passion on the following day. Two daily-diary studies covering 30 and 10 consecutive working days provided support for our predictions (N total = 798; k total = 15,702). Employees who felt more in charge of their passion on any given day engaged in self-regulation during their workday, increasing their psychological detachment from work and subsequently being less likely to suffer the detrimental consequences of higher daily passion. Our theory and findings demonstrate the daily interplay between passion and emotional exhaustion and specify why passion may be self-limiting unless employees adequately manage it, reflecting a challenge they need to navigate each day in pursuing their passion. Supplemental Material: The online appendix is available at https://doi.org/10.1287/orsc.2023.1673 .",Crossref,94.41624365482234,10.1287/orsc.2023.1673,https://doi.org/10.1287/orsc.2023.1673,Goal 7,0.06185178605178929,True,energy resilience
A hidden barrier to diversification? Performance recognition penalties for incumbent workers in male-dominated occupationsAmerican Sociological Review,"Meuris, J. & Merluzzi, J",2024,,"Responding to persistent gender inequity, organizations have adopted diversity initiatives to promote women’s representation in traditionally male-dominated occupations. Although studies have identified challenges to these initiatives for women entering occupations, we uncover a performance recognition penalty for incumbent workers originating from the process of occupational diversification. As women incrementally enter a male-dominated occupation, a conflict arises between the changing gender composition at the work-unit level and the masculine “ideal worker” prototype embedded in the occupation. We propose that this conflict will lower the performance expectations of the work unit, decreasing the individual likelihood of performance recognition for each worker in the unit. Using detailed panel data on police officers, we found that an officer’s individual likelihood of being nominated for a performance award consistently declined when their police unit proportionately increased in women officers. Both men and women managers enacted this penalty, with men managers penalizing men subordinates more than women subordinates. This pattern remained for awards recognizing exceptional performance, regardless of gender-typing of the unit or its work tasks, and considering officer tenure and attrition from the unit. Our findings offer novel insights into the challenge of diversifying male-dominated occupations.",Crossref,82.35294117647058,10.1177/00031224241233696,https://doi.org/10.1177/00031224241233696,Goal 5,0.1645380674637846,True,gender and technology; gender bias; gender discrimination; gender disparities; gender equality; gender equity; gender inequality; gender norms; gender-focused policies; representation of women; women in the workforce; women's leadership; women's representation; workplace equality
It Looks Like “Theirs”: When and Why Human Presence in the Photo Lowers Viewers’ Liking and Preference for an Experience VenueJournal of Consumer Research,"Lu, Z. & Jung, S. & Peck, J",2024,,"Abstract Consumers and marketers often post photos of experiential consumption online. While prior research has studied how human presence in social media images impacts viewers’ responses, the findings are mixed. The present research advances the current understanding by incorporating viewers’ need for self-identity into their response model. Six studies, including an analysis of field data (14,725 Instagram photos by a top travel influencer) and five controlled experiments, find that the presence (vs. absence) of another human in the photo of an identity-relevant experience (e.g., a vacation, a wedding) can lower viewers' liking and preference for the venue (i.e., the vacation destination, the wedding venue) in the photo. This effect is mediated by viewers' feelings of others' ownership of the venue and moderated by the relevance of the experience to the viewer’s self-identity as well as the distinctiveness of the human in the photo. This research is the first to investigate the impact of human presence in shared photos through the lens of psychological ownership and the identity-signaling function of ownership. The findings offer practical insights into when marketers should avoid human presence in advertisements and how to mitigate the negative impact of human presence in online photos.",Crossref,97.47899159663865,10.1093/jcr/ucad059,https://doi.org/10.1093/jcr/ucad059,Goal 16,0.02437008249567251,False,
Does Your Demonstration Tell the Whole Story? How a Process Mindset and Social Presence Impact the Effectiveness of Product DemonstrationsJournal of the Academy of Marketing Science,"Ringler, C. & Sirianni, N. & Peck, J. & Gustafsson, A",2024,,"Product demonstrations are powerful promotional tools which can vary in how they present information, either illustrating step-by-step processes, or showcasing final outcomes customers may achieve after product usage. Our research investigates customers’ cognitive and social experiences while viewing product demonstrations to reveal which type is most effective in driving purchase intentions. Drawing on theories of mental simulation, cognitive flow, and narrative transportation, we propose that when a customer views a demonstration with a process (versus outcome) focus, this encourages a cognitive flow state which facilitates customers’ absorption into the product story, and results in increased purchase intentions for the demonstrated product(s). Effects are attenuated when the customer experiences the social presence of other audience members. We find support for our proposed process across five studies using multiple product categories and presentation modalities and offer practical guidance to help marketers optimize product demonstrations to motivate purchasing in a constantly evolving, increasingly digital marketplace.",Google Scholar (SerpAPI),81.06312292358804,,https://link.springer.com/article/10.1007/s11747-023-00934-6,Goal 1,0.01647990234131851,False,
Increasing Hotel Loyalty Through Psychological OwnershipCornell Hospitality Quarterly,"Yoon, R. & Peck, J. & Shu, S",2024,,"The hospitality industry has long emphasized guest satisfaction as key to building loyalty. However, in such a highly competitive and service-oriented market, interventions to increase satisfaction may often be too costly relative to their marginal impact on guest loyalty. This research proposes a new and potentially lower-cost avenue for increasing guest loyalty to the hotel: guests’ sense of ownership of their hotel rooms. An analysis of 14,689 online reviews on TripAdvisor, a naturalistic field experiment in a hotel ( N = 82), as well as two controlled lab simulation studies (combined N = 1,002) jointly demonstrate that increasing psychological ownership of a hotel room significantly increases guest loyalty to the hotel, independent of customer satisfaction. This work extends our current understanding of psychological ownership and customer loyalty by demonstrating how psychological ownership of a tangible service element can enhance brand loyalty via a mechanism that does not rely on changes in satisfaction. In doing so, we highlight the role of psychological ownership as an underexplored and cost-efficient driver of loyalty in hospitality settings.",Crossref,90.19607843137254,10.1177/19389655241309634,https://doi.org/10.1177/19389655241309634,Goal 17,0.004372809149469001,False,
Admission control bias and path-dependent feedback under diagnosis uncertaintyManufacturing & Service Operations Management,"Kim, S. & Tong, J",2024,,"Problem definition: Do physicians exhibit predictable behavioral bias when making admission control decisions under patient diagnosis uncertainty with stochastic arrivals and lengths of stay? How can we structure feedback to help improve their decision making? Methodology/results: We use a behavioral model to theorize how a diagnosis anchoring and insufficient adjustment heuristic may lead to an over-rationing bias, and we hypothesize when this bias is greatest. We then propose that feedback for rejected patients—above and beyond feedback for admitted patients—is critical for mitigating this bias. This is because feedback for only admitted patients may suffer from a type of path dependency that prevents decision makers from receiving the most helpful disconfirming feedback. We provide evidence supporting these hypotheses using preregistered experiments in which medical students, Amazon Mechanical Turk workers, or Prolific workers manage admissions for simulated hospital units. Managerial implications: Our results (1) illuminate an important anchoring bias in admission control under diagnosis uncertainty, (2) identify rejected-patient feedback as a critical component for mitigating this bias, and (3) provide insight into the circumstances under which these phenomena are likely to be most significant.
Funding: This work was supported by the National Research Foundation of Korea (NRF) grant funded by the Korea government (MSIT) [Grant 2022R1F1A1076045].
Supplemental Material: The online appendix is available at https://doi.org/10.1287/msom.2021.0194.",Google Scholar (SerpAPI),91.66666666666667,,https://pubsonline.informs.org/doi/abs/10.1287/msom.2021.0194,Goal 5,0.01719817653233594,False,
It’s a matter of style: The role of audit firms and audit partners in key audit matter reportingContemporary Accounting Research,"Rousseau, L. & Zehms, K",2024,,"Abstract We examine the relative importance of audit firm versus partner decision styles in key audit matter (KAM) reporting. Standard setters intended KAMs to increase the usefulness of the audit report by requiring the partner‐led engagement team to disclose engagement‐specific information about the most significant judgments they made during the audit. However, stakeholders expressed widespread concern that audit firms' longstanding efforts toward standardization would result in generic KAMs at the audit firm level and provide partners little opportunity or incentive for engagement‐specific reporting. We evaluate this high‐stakes tension between standard setters' goals for audit reporting and auditors' deep‐rooted practices by leveraging data from the United Kingdom, which has required partner identification since 2009 and expanded audit reports since 2013. We find that clients sharing the same partner receive KAMs that are 10% more textually similar than clients with different partners. In contrast, clients sharing the same audit firm receive KAMs that are just 2% more textually similar than clients with different audit firms. This implies that partner decision styles are more important in influencing KAM outcomes than audit firm styles. Collectively, our results suggest that partners make unique KAM reporting judgments, countering concerns that audit firms' efforts toward standardization will yield boilerplate KAMs. This evidence extends the literature on expanded audit reporting and partner decision styles and provides valuable insights into a contemporary issue in audit regulation with broader implications for understanding dynamics within the profession.",Crossref,88.7218045112782,10.1111/1911-3846.12902,https://doi.org/10.1111/1911-3846.12902,Goal 5,0.009655593574589075,False,
Wheels to meals: Measuring the impact of micromobility on restaurant demandJournal of Marketing Research,"Kim, K. & McCarthy, D",2024,,"Dockless shared micromobility services have grown substantially in recent years, but their impact on consumer demand has remained largely unstudied. The authors estimate how the largest and fastest-growing segment of this market—the dockless electric scooter (“e-scooter”) sharing industry—impacts spending in one of the largest segments of the local economy, the restaurant industry. Using data covering 391 companies in 98 U.S. cities, the authors find that the introduction of e-scooters in a city significantly impacts restaurant spending, increasing spending by approximately 5.2% for e-scooter users, driving incremental spending of at least $11.3 million annually across all cities that first allowed e-scooters to operate over summer 2018. Impact varies by restaurant subcategory, with a stronger positive effect on fast-food restaurant spending, and a weaker effect on sit-down restaurant spending. E-scooter entry has a larger impact on companies with higher historical revenues selling at lower prices. It facilitates discovery of new restaurants from prospective customers and repeat business from already-acquired customers.",Crossref,79.54545454545455,10.1177/00222437231179021,https://doi.org/10.1177/00222437231179021,Goal 1,0.04487867613541126,False,
Cash is king? Understanding financing risk in housing marketsReview of Finance,"Han, L. & Hong, S",2024,,"Abstract In Los Angeles, all-cash home purchases quintupled during the last decade. Compared with an else-equal mortgage offer, a cash offer is associated with 29 percent shorter time-to-close and a 2–3.9 percent price discount, indicating a substantial amount of financing risk—the risk to a seller that a transaction may not close on time and may fail to occur again because a mortgage contingency fails. The estimated cash discount aligns well with a canonical model calibrated to the sample market. Our findings reveal that closing risk alone is insufficient to explain the cash discount. Rather, it turns on the possibility that a property back on the market may fail to sell, requiring a substantial risk compensation. The estimated cash discount is smaller during booms and in larger markets, highlighting the inseparability of financial frictions in the mortgage market and search frictions in the housing market.",Crossref,92.98245614035088,10.1093/rof/rfae025,https://doi.org/10.1093/rof/rfae025,Goal 8,0.01240731625858841,False,
The Microgeography of Housing SupplyJournal of Political Economy,"Baum-Snow, N. & Han, L",2024,,"We perform a comprehensive neighborhood-level analysis of housing supply. Predictions of floor space and housing unit supply elasticities using our estimates average 0.5 and 0.3 across all urban neighborhoods in the United States, exhibiting greater variation within than between metro regions. New construction accounts for about 50% of unit supply responses, with important additional roles for teardowns and renovations. Supply responses grow with central business district distance mostly from the increasing availability of undeveloped land, flatter land, and less regulation. Identification comes from variation in labor demand shocks to commuting destinations, as aggregated using insights from a quantitative spatial equilibrium model.",Semantic Scholar (by DOI),89.23076923076923,10.1086/728110,https://www.semanticscholar.org/paper/a87187962f8db439b9d79a8eb27a6ef99e2ed14e,Goal 11,0.06473475046414254,True,affordable housing; housing affordability; housing for vulnerable populations; housing infrastructure
Assessing Oral Health in US Children and Its Impact on Disparities of Overall Health and Health Expenditures: An Application Using Two-Stage ClusteringNorth American Actuarial Journal,"Rosenberg, M. & Yun, S. & Kim, K",2024,,"We assess children’s oral and overall health using an innovative clustering methodology. Prior studies have documented the link between oral health and overall health, such as dental caries, which could lead to infections and pain, or periodontal disease, which is associated with other conditions, such as diabetes, heart disease, cardiovascular disease, and adverse pregnancy outcomes. Using the nationally representative Medical Expenditure Panel Study data, we link children’s dental care services and other control variables with various health outcomes using a two-stage clustering method. In the first stage, we cluster similar children using their social determinants of health, medical conditions, and dental care utilization as input variables. In the second stage, we identify groups of similar clusters using a metric called cosine similarity. External variables, rather than those used to create the clusters, are used to assess the effectiveness of the clusters. An outcome score is created based on children’s favorable overall and mental health statuses and absence of behavioral issues at home, school, and in general. We find that the first-stage clusters are separated into three main groups in the second stage, where one cluster from the first stage is very different from all of the other clusters, a second group has more favorable outcome scores, and the third group has lower outcome scores. Lower dental expenditures are associated with lower outcome scores. Clusters are useful for cost management purposes to identify subgroups for interventions to improve population health. Comparisons of access and outcomes of children between different insurance types can provide beneficial information for insurance design and public policy. Our approach can be applied to other areas of practice where there is an interest in grouping similar individuals and relating these groups to other quantities. The two-stage clustering method is a versatile method with a broader appeal to empirical research, especially when there are big data, a large number of clusters, and many input variables.",Semantic Scholar (by DOI),93.7007874015748,10.1080/10920277.2023.2291042,https://www.semanticscholar.org/paper/b59811106753e68dcc0d0abb74d17f093e7e540a,Goal 3,0.1188196752712973,True,mental health
Strategic Restraint: When do Human-Capital-Intensive Companies Choose (Not) to Use Noncompete Agreements?Strategic Management Journal,"Ganco, M. & Liu, J. & Wang, H. & Yamaguchi, S",2024,,"Abstract Research Summary Extant work in strategic management has focused on the role of noncompete agreements (NCAs)—a form of restrictive legal lever used by firms when managing human capital—and conceptualized them as being advantageous to firms. Challenging this notion, we highlight a novel downside of using NCAs and show how their use by some firms creates differentiation opportunities for rival firms. We analyze a unique survey dataset to examine the heterogeneity in the firms' actual use of NCAs conditional on industry and state. We find that the nonuse of NCAs is more common among firms that rely more heavily on talent and are also not the industry leaders, and such firms are more likely not to use NCAs with the goal of attracting skilled employees. Managerial Summary Noncompete agreements (NCAs) have long been regarded as effective tools for firms managing human capital. Our research challenges this conventional wisdom. We show that NCAs are not uniformly beneficial to all firms even when looking at competitors within the same industry. By analyzing a unique survey dataset, we find that firms relying heavily on talent and not leading their industries are more inclined to forgo NCAs. Their strategic intent? Attracting skilled employees. This study sheds light on the delicate balance between legal constraints and talent attraction and is particularly salient in the context of the policy efforts to ban NCAs.",Crossref,78.99159663865547,10.1002/smj.3648,https://doi.org/10.1002/smj.3648,Goal 16,0.011820253741388,False,
The Influence of Corporate Social Responsibility on Stakeholders in Different Business ContextsJournal of Service Research,"Ghanbarpour, T. & Crosby, L. & Johnson, M. & Gustafsson, A",2024,,"The authors explore two important topics related to this special issue. One is how corporate social responsibility (CSR) activities impacts stakeholders, more specifically customers and shareholders/investors. Second is understanding customer recognition and demand for CSR activities. Insight into these topics is gained through the study of contextual differences in this value creation. Previous studies suggest that two important contextual differences have the potential to impact CSR-based value creation, the product versus service nature of the firm and whether the firm operates primarily in a business-to-business (B2B) versus business-to-consumer (B2C) channel. The lower innovative capabilities of service firms and the relative intangibility of services should hamper the impact of CSR activities in service versus product contexts. The impact should be higher, however, in a B2B versus B2C context based on the need for greater organizational alignment, adaptation, and relationship-specific investments. Results from a large-scale secondary dataset reinforce prior findings that CSR activities influence firm value through customer satisfaction. Moreover, the results reveal that this effect is weaker for service (vs. product) firms and stronger for B2B (vs. B2C) firms. The findings offer important implications for marketing theory and practice.",Crossref,95.02762430939227,10.1177/10946705231207992,https://doi.org/10.1177/10946705231207992,Goal 1,0.01292676656358582,False,
Value-based care and decarbonization converge at valueWMJ,"Podein, R. & Hernke, M",2024,,"Road Not Taken, 1 face two existential paths: the paradigm shift toward value-based care and climate change mitigation through the decarbonization of operations. However, unlike Frost’s dilemma of choice, health care leaders must successfully travel both paths simultaneously to the place where they converge in order to succeed in their organization’s mission and planetary sustainability.
Value-Based Care Peering down one path, leaders see the sector’s emergence from the historical fee-forservice model that has been plagued by unsustainable spending with low value achieved. As recent as 2021, US health care spending reached a staggering $4.3 trillion, an amount equivalent to 18.3% of the total gross domestic product. 2 The value-based care paradigm aims to improve the quality of care and health outcomes for populations while controlling delivery costs. This is achieved by paying health care providers, including hospitals and physicians, for results based on quality, equity, and cost of care through a spectrum of paytional Medicare beneficiary–and the majority of Medicaid beneficiaries–participating in a value-based care model by 2030. 5 Beyond the Centers for Medicare and Medicaid Services, the use of value-based care models has been projected to increase by both public and private payers alike. 6",Google Scholar (SerpAPI),97.29729729729729,,https://wmjonline.org/wp-content/uploads/2024/123/5/336.pdf,Goal 3,0.09081014638975926,True,health care costs
Digital Technologies and the Advancement of Social Justice: A Framework and AgendaMIS Quarterly,"Pang, M. & Kankanhalli, A. & Aanestad, M. & Ram, S. & Maruping, L",2024,,"In this introduction to the special issue, we propose a framework for researching the interplay between digital technologies and social justice, which offers a unique and fruitful opportunity for information systems (IS) researchers to make contributions to theory and practice, with meaningful policy impacts. The framework draws upon prior definitions and typologies of social justice, previous IS research on social justice, and the studies included in this special issue. The framework positions digital technologies as playing key roles in revealing, orchestrating, enabling, and inhibiting social justice. We also propose theoretical arguments on how social justice phenomena can reshape the design of digital technologies and the manner in which they are used. We draw attention to the tensions that arise from the interplay between digital technologies and social justice and how digital technologies can be designed towards advancing social justice, urging future research to address these fundamental issues. Lastly, we chronicle how this special issue was developed and organized and what efforts we made towards a diversity of perspectives and the inclusion of a variety of voices in the special issue.",Crossref,95.30201342281879,10.25300/misq/2024/484e3,https://doi.org/10.25300/misq/2024/484e3,Goal 16,0.06798780551079495,True,equal access to justice
Does Sharing Make My Data More Insecure? An Empirical Study on Health Information Exchange and Data BreachesMIS Quarterly,"Zhang, L. & Wattal, S. & Pang, M",2024,,"This paper examines the information security implications of hospitals participating in health information exchanges (HIE). While data security threats may increase when hospitals join HIEs to share data across organizational boundaries, HIEs institute “secure exchange” and promote security practices among participants. Due to these countervailing effects, it is unclear how joining an HIE affects hospitals’ data breach risk. This study seeks to understand the security implications of HIEs from the lens of governance and coordination. We compiled a panel dataset of more than 3,000 hospitals over six years. By leveraging different identification strategies, including difference-in-differences design, matching, and instrumental variables, we found that the likelihood of a hospital experiencing a data breach decreased by more than 35.37 % after joining an HIE. We further show that the effect was more pronounced among HIE member hospitals with more sophisticated clinical IT systems or after HIE security laws were enacted. We discuss the implications for research and practice.",Crossref,95.43147208121827,10.25300/misq/2023/17479,https://doi.org/10.25300/misq/2023/17479,Goal 3,0.02526759811263991,False,medical research
The Role of Online and Geographically Distant Social Networks in Political Decision-Making: An Empirical Evidence from the 2016 United States ElectionsJournal of the Association for Information Systems,"Basak, E. & Tafti, A. & Pang, M",2024,,"Social ties play a prominent role in individuals’ political decision-making. They influence partisan defections, political participation, voting decisions, and political information acquisition. Much of the literature focuses on personal social networks or geographically close networks. Yet one’s social network might also include acquaintances or other connections in more distant places that are maintained via online networks. In this study, we exploit Facebook’s Social Connectedness Index, which reflects social connections across the United States, and we investigate the role of social connectedness in political decision-making among individuals who are located across distant geographical regions. Our results suggest that social connectedness between counties has a homogenizing effect on voting for the same presidential candidate, either Democratic or Republican. On the other hand, social connectedness is likely to have a differentiating effect on voting for an independent or a third-party candidate. Moreover, this effect is moderated by the socioeconomic characteristics of the counties, such as education, race, population density, household income, industry, and gender composition.",Crossref,92.61744966442953,10.17705/1jais.00851,https://doi.org/10.17705/1jais.00851,Goal 1,0.07142086165432734,True,social cohesion
We Fly Congress: Market Actions as Corporate Political Activity in the U,"Pang, M. & Funk, R. & Hirschman, D",2024,,"The literature on corporate political activity (CPA) generally views nonmarket actions aimed at influencing political actors (e.g., lobbying or campaign contributions) as related but separate activities from market actions. This study demonstrates how firms’ core market actions (e.g., market entry or geographic expansion) can function as CPA. We theorize two mechanisms through which firms leverage market actions as CPA: “pork” (i.e., ones that primarily benefit a politician’s constituents) and “perk” (i.e., ones that directly benefit the politician). We document these mechanisms through an empirical analysis of data from the U.S. airline industry in 1990–2019. Specifically, we find that airlines increase the supply of flights from the airports in the home district of the chair of the Transportation Committee in the U.S. House of Representatives (pork). We also find that the airlines increase the supply of nonstop flights to Washington, DC. from the Chair’s district (perk). We use counterfactual estimation methods and exogenous turnovers in committee leadership to provide causal evidence. Moreover, the observed increase in flight supplies is negatively associated with formal policy changes in Congress, and with text mining techniques, we find that this effect is stronger for bills related to aviation safety and security. We contribute to the literature on CPA by demonstrating a blurred boundary between market and nonmarket actions, which helps explain firms’ competitive actions that cannot be explained by market considerations alone. Supplemental Material: The online appendix is available at https://doi.org/10.1287/orsc.2022.17026 .",Crossref,98.59154929577466,10.1287/orsc.2022.17026,https://doi.org/10.1287/orsc.2022.17026,Goal 5,0.01092383259570666,False,
Creation or Destruction? STEM OPT Extension and Employment of Information Technology ProfessionalsMIS Quarterly,"Guo, X. & Gong, J. & Pang, M",2024,,"Information technology (IT) professionals play a critical role in digital transformation, innovation, and entrepreneurship, contributing to significant economic growth. The use of temporary work visas and related immigration policies has attracted significant controversy and policy debates in developed nations. On the one hand, foreign IT professionals can complement domestic IT professionals by bringing new skills and knowledge, which benefit domestic workers. On the other hand, foreign IT professionals may substitute for their domestic counterparts due to intensified labor-market competition. In this study, we focus on an extension in the Optional Practical Training (OPT) program in the U.S. for foreign science, technology, engineering, and mathematics (STEM) graduates from U.S. institutions. We explore the effects of the STEM OPT extension on the number and wage of domestic workers in STEM occupations and how these effects differ between IT and non-IT STEM occupations. We found that an increase in the supply of foreign STEM professionals from the OPT extension has boosted the employment of domestic workers in STEM occupations and that the effects are stronger for IT occupations. This study contributes to the information systems literature by demonstrating the unique effects of immigrant policies on IT occupations and provides significant implications for evidence-driven policy making.",Crossref,93.77990430622009,10.25300/misq/2023/17585,https://doi.org/10.25300/misq/2023/17585,Goal 8,0.0399008118984476,False,financial institutions
Over-the-Counter Drug Consumption: How Consumers Deviate from Label InstructionsJournal of Marketing Research,"Tian, M. & Kaufman, D. & Shiffman, S. & Arora, N",2024,,"Product consumption is an important yet understudied aspect of marketing. Over-the-counter medicines present a unique consumption context because consumers are expected to follow product label instructions. For acetaminophen, a widely consumed over-the-counter drug, the authors study which consumers tend to deviate from the label instructions, why they do so, and the interventions that are most promising to mitigate such deviations. They develop a dynamic structural model of consumption that enables them to investigate the probability of different types of label deviations (e.g., >4 g per day) and drivers of such behaviors. Label deviations are infrequent “tail area” behaviors, and the model uncovers them well. The analysis is based on a unique online consumption diary in which consumers select from two classes of acetaminophen products (single ingredient or a combination of ingredients) to treat their pain or non-pain-related symptoms . Consumers have a higher probability of taking >4 g of acetaminophen when they have multiple symptoms, and a variety of observable factors explain the individual propensity to deviate from the label. The authors propose two interventions—a new label instruction and consumer education—to mitigate the observed label deviations and assess the expected impact of each.",Crossref,91.156462585034,10.1177/00222437231199434,https://doi.org/10.1177/00222437231199434,Goal 4,0.03309341336308724,False,
What Cookie-Based Advertising Effectiveness Fails to MeasureMarketing Science,"Tian, M. & Hoban, P. & Arora, N",2024,,Cookies do not make purchase decisions; individuals do. Cookie-level analyses are problematic—use first-party individual data instead.,Crossref,92.85714285714286,10.1287/mksc.2023.1453,https://doi.org/10.1287/mksc.2023.1453,Goal 17,0.007909129101586037,False,
Unlocking the Predictive Value of Excess and Deficit Customer Patronization IntentionsJournal of Service Research,"Bhattacharya, A. & Hewett, K. & Morgan, N. & Rego, L",2024,,"This study assesses the value of excess and deficit patronization intentions toward a service provider in predicting future customer behavior and its financial consequences for the provider in a continuous service context. The excess and deficit patronization measures employ widely available customer feedback data and can be used by managers to identify at-risk customers and those unlikely to defect. We argue that a customer’s satisfaction provides a baseline level of patronization intentions and that excess patronization intentions—intentions greater than those that can be explained by a customer’s satisfaction with a firm’s offerings (i.e., the residuals in a model that regresses patronization intentions on satisfaction)—are generated in part by the presence of customer-level switching costs. Conversely, any deficit patronization intentions are generated in part by a customer’s variety seeking. Using data from the financial services industry, we find that these residuals serve as indicators of the presence and extent of customer-level switching cost and variety seeking. In addition to providing measures of interesting and under-researched phenomena, this suggests that the measures may serve as proxies to test existing theories concerning switching costs and variety seeking in situations where measurement and data availability have previously limited such research.",Crossref,93.16770186335404,10.1177/10946705241247172,https://doi.org/10.1177/10946705241247172,Goal 9,0.01266814193758285,False,
The Real and Financial Effects of Internal Liquidity: Evidence From the Tax Cuts and Jobs ActJournal of Financial Economics,"Albertus, J. & Glover, B. & Levine, O",2024,,"The Tax Cuts and Jobs Act unlocked as much as $1.7 trillion of U.S. multinationals’ foreign cash. We examine the real and financial response to this liquidity shock and find that firms did not increase capital expenditures, employment, R&D, or M&A, regardless of financial constraints. On the financial side, firms paid out only about one-third of the new liquidity to shareholders and retained half as cash. This high retention was not associated with poor governance. The high propensity to retain the liquidity shock as cash, even among well-governed firms with limited financial constraints, is difficult to reconcile with existing theory.",Google Scholar (SerpAPI),85.12820512820512,,https://www.sciencedirect.com/science/article/pii/S0304405X25000145,Goal 8,0.04426859269266877,False,
A copula model for marked point process with a terminal event: an application in dynamic prediction of insurance claimsAnnals of Applied Statistics,"Yang, L. & Shi, P. & Huang, S",2024,,"Accurate prediction of an insurer’s outstanding liabilities is crucial for maintaining the financial health of the insurance sector. We aim to develop a statistical model for insurers to dynamically forecast unpaid losses by leveraging the granular transaction data on individual claims. The liability cash flow from a single insurance claim is determined by an event process that describes the recurrences of payments, a payment process that generates a sequence of payment amounts, and a settlement process that terminates both the event and payment processes. More importantly, the three components are dependent on one another, which enables the dynamic prediction of an insurer’s outstanding liability. We introduce a copula-based point process framework to model the recurrent events of payment transactions from an insurance claim, where the longitudinal payment amounts and the time-to-settlement outcome are formulated as the marks and the terminal event of the counting process, respectively. The dependencies among the three components are characterized using the method of pair copula constructions. We further develop a stagewise strategy for parameter estimation and illustrate its desirable properties with numerical experiments.
In the application we consider a portfolio of property insurance claims for building and contents coverage obtained from a commercial property insurance provider, where we find intriguing dependence patterns among the three components. The superior dynamic prediction performance of the proposed joint model enhances the insurer’s decision-making in claims reserving and risk financing operations.",Google Scholar (SerpAPI),95.6140350877193,,https://projecteuclid.org/journals/annals-of-applied-statistics/volume-18/issue-4/A-copula-model-for-marked-point-process-with-a-terminal/10.1214/24-AOAS1902.short,Goal 3,0.0263065404931692,False,
