citation_as_title,authors,abstract,journal,year,url,source,matching_index,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
"Boyarchenko, Nina , David Lucca , and Laura Veldkamp . “Taking Orders and Taking Notes: Dealer Information Sharing in Treasury Auctions.” Journal of Political Economy vol. 129 , (February 01, 2021): 607-645 .","Nina Boyarchenko, , David Lucca, , and Laura Veldkamp, Laura Veldkamp","The use of order flow information by financial firms has come to the forefront of the regulatory debate. A central question is: Should a dealer who acquires information by taking client orders be allowed to use or share that information? We explore how information sharing affects dealers, clients and issuer revenues in U.S. Treasury auctions. Because one cannot observe alternative information regimes, we build a model, calibrate it to auction results data, and use it to quantify counter-factuals. The model's key force is that sharing information reduces uncertainty about future value. With less uncertainty, risk-averse bidders bid more. We estimate that yearly auction revenues would be $2.4 billion higher with full-information sharing between clients and dealers. For investors, the welfare effects of information sharing depend on how information is shared and whether it increases or decreases asymmetry. The model shows that investors can benefit when dealers share information with each other, not when they share more with clients.",Journal of Political Economy,2021,https://business.columbia.edu/faculty/research/taking-orders-and-taking-notes-dealer-information-sharing-treasury-auctions,School Website,100,Goal 17,0.01821183919642848,False,
"Burbano, Vanessa . “The Demotivating Effects of Communicating a Social-Political Stance: Field Experimental Evidence from an Online Labor Market Platform.” Management Science vol. 67 , (February 01, 2021): 1004 - 1025 .","Vanessa Burbano, Vanessa Burbano","Despite a recent surge in corporate activism, with firm leaders communicating about social-political issues unrelated to their core businesses, we know little about its strategic implications. This paper examines the effect of an employer communicating a stance about a social-political issue on employee motivation, using a two-phase, pre-registered field experiment in an online labor market platform. Results demonstrate an asymmetric treatment effect of taking a stance depending on whether the employee agrees or disagrees with that stance. Namely, I observe a demotivating effect of taking a stance on a social-political issue with which employees disagree, and no statistically significant motivating effect of taking a stance on a social-political issue with which employees agree.This study has important implications for the nascent scholarship on corporate activism, as well as the scholarship on strategic human capital management.",Management Science,2021,https://business.columbia.edu/faculty/research/demotivating-effects-communicating-social-political-stance-field-experimental,School Website,100,Goal 1,0.02424531491380312,False,
"Chan, Carri , Michael Huang , and Vahid Sarhangian . “Dynamic Server Assignment in Multiclass Queues with Shifts, with Applications to Nurse Staffing in Emergency Departments.” Operations Research vol. 69 , no. 6 (January 27, 2021): 1651 - 1959 .","Carri Chan, Carri Chan, , Michael Huang, , and Vahid Sarhangian","Many service systems are staffed by workers who work in shifts. In this work, we study the dynamic assignment of servers to different areas of a service system at the beginning of discrete time-intervals, i.e., shifts. The ability to reassign servers at discrete intervals, rather than continuously, introduces a partial flexibility that provides an opportunity for reducing the expected waiting time of customers. The problem is primarily motivated by an application to nurse staffing in emergency departments (EDs) where nurses can work in different areas of the ED, but their assignment can only be changed at the beginning of their shifts (typically 8-12 hours). To investigate the reassignment decision and its potential benefits, we consider a multiclass queueing system, where customers of each class differ in terms of their average service requirements and the holding cost incurred as they wait in the queues. We study a discrete-time fluid control problem to minimize transient holding costs over a finite horizon and show that an appropriate “translation” of the solution to the fluid control problem is asymptotically optimal for the original stochastic system. Through analysis of the fluid control problem we further obtain insights on the structure of “good” policies in the presence of the shift constraint. Leveraging these insights, we develop heuristic policies and use simulation to demonstrate their effectiveness in systems with dynamics often observed in EDs. We find that in a parameter regime relevant to our motivating application, the partial flexibility introduced by reassigning servers at the beginning of shifts can substantially reduce the expected cost of the system – by 10–50% in some parameter regimes – compared to the status-quo, dedicated staffing.",Operations Research,2021,https://business.columbia.edu/faculty/research/dynamic-server-assignment-multiclass-queues-shifts-applications-nurse-staffing,School Website,100,Goal 10,0.01850129935449848,False,
"Grand-Clement, Julien , Carri Chan , Vineet Goyal , and Gabriel Escobar . “Robustness of proactive ICU transfer policies, Operations Research, to appear.” Operations Research (January 22, 2021).","Julien Grand-Clement, , Carri Chan, Carri Chan, , Vineet Goyal, , and Gabriel Escobar","Patients whose transfer to the Intensive Care Unit (ICU) is unplanned are prone to higher mortality rates and longer length-of-stay than those who were admitted directly to the ICU. Recent advances in machine learning to predict patient deterioration have introduced the possibility of proactive transfer from the ward to the ICU. In this work, we study the problem of finding robust patient transfer policies which account for uncertainty in statistical estimates due to data limitations when optimizing to improve overall patient care. We propose a Markov Decision Process model to capture the evolution of patient health, where the states represent a measure of patient severity. Under fairly general assumptions, we show that an optimal transfer policy has a threshold structure, i.e., that it transfers all patients above a certain severity level to the ICU (subject to available capacity). As model parameters are typically determined based on statistical estimations from real-world data, they are inherently subject to misspecification and estimation errors. We account for this parameter uncertainty by deriving a robust policy that optimizes the worst-case reward across all plausible values of the model parameters. We show that the robust policy also has a threshold structure under fairly general assumptions. Moreover, it is more aggressive in transferring patients than the optimal nominal policy, which does not take into account parameter uncertainty. We present computational experiments using a dataset of hospitalizations at 21 Kaiser Permanente Northern California hospitals, and present empirical evidence of the sensitivity of various hospital metrics (mortality, length-of-stay, average ICU occupancy) to small changes in the parameters. While threshold policies are a simplification of the actual complex sequence of decisions leading (or not) to a transfer to the ICU, our work provides useful insights into the impact of parameter uncertainty on deriving simple policies for proactive ICU transfer that have strong empirical performance and theoretical guarantees.",Operations Research,2021,https://business.columbia.edu/faculty/research/robustness-proactive-icu-transfer-policies-operations-research-appear,School Website,100,Goal 3,0.02899212553178162,False,
"Johari, Ramesh , Vijay Kamble , and Yash Kanoria . “Matching while Learning.” (January 07, 2021).","Ramesh Johari, , Vijay Kamble, , and Yash Kanoria, Yash Kanoria","We consider the problem faced by a service platform that needs to match supply with demand, but also to learn attributes of new arrivals in order to match them better in the future. We introduce a benchmark model with heterogeneous workers and jobs that arrive over time. Job types are known to the platform, but worker types are unknown and must be learned by observing match outcomes. Workers depart after performing a certain number of jobs. The payoff from a match depends on the pair of types and the goal is to maximize the steady-state rate of accumulation of payoff. Our main contribution is a complete characterization of the structure of the optimal policy in the limit that each worker performs many jobs. The platform faces a trade-off for each worker between myopically maximizing payoffs (exploitation) and learning the type of the worker (\emph{exploration}). This creates a multitude of multi-armed bandit problems, one for each worker, coupled together by the constraint on the availability of jobs of different types (capacity constraints). We find that the platform should estimate a shadow price for each job type, and use the payoffs adjusted by these prices, first, to determine its learning goals and then, for each worker, (i) to balance learning with payoffs during the ""exploration phase"", and (ii) to myopically match after it has achieved its learning goals during the ""exploitation phase.""",,2021,https://business.columbia.edu/faculty/research/matching-while-learning,School Website,100,Goal 8,0.02617521522930578,False,employment policies
"Maglaras, Costis , Ciamac Moallemi , and Muye Wang . “A Deep Learning Approach to Estimating Fill Probabilities in a Limit Order Book.” Under review, Quantitative Finance vol. 22 , no. 11 (January 01, 2021): 1989 - 2003 .","Costis Maglaras, Costis Maglaras, , Ciamac Moallemi, Ciamac Moallemi, , and Muye Wang","Deciding between the use of market orders and limit orders is an important question in practical optimal trading problems. A key ingredient in making this decision is understanding the uncertainty of the execution of a limit order, that is, the fill probability or the probability that an order will be executed within a certain time horizon. Equivalently, one can estimate the distribution of the time-to-fill. We propose a data-driven approach based on a recurrent neural network to estimate the distribution of time-to-fill for a limit order conditional on the current market conditions. Using a historical data set, we demonstrate the superiority of this approach to several benchmark techniques. This approach also leads to significant cost reductions while implementing a trading strategy in a prototypical trading problem.","Under review, Quantitative Finance",2021,https://business.columbia.edu/faculty/research/deep-learning-approach-estimating-fill-probabilities-limit-order-book,School Website,100,Goal 17,0.0262803668906531,False,
"Toubia, Olivier . “A Poisson Factorization Topic Model for the Study of Creative Documents (and Their Summaries).” Journal of Marketing Research vol. 58 , no. 6 (January 01, 2021): 1142 - 1158 .","Olivier Toubia, Olivier Toubia","The author proposes a topic model tailored to the study of creative documents (e.g., academic papers, movie scripts), which extends Poisson factorization in two ways. First, the creativity literature emphasizes the importance of novelty in creative industries. Accordingly, this article introduces a set of residual topics that represent the portion of each document that is not explained by a combination of common topics. Second, creative documents are typically accompanied by summaries (e.g., abstracts, synopses). Accordingly, the author jointly models the content of creative documents and their summaries, and captures systematic variations in topic intensities between the documents and their summaries. This article validates and illustrates the model in three domains: marketing academic papers, movie scripts, and TV show closed captions. It illustrates how the joint modeling of documents and summaries provides some insight into how people summarize creative documents and enhances understanding of the significance of each topic. It shows that the model described produces new measures of distinctiveness that can inform the perennial debate on the relation between novelty and success in creative industries. Finally, the author shows how the proposed model may form the basis for decision support tools that assist people in writing summaries of creative documents.",Journal of Marketing Research,2021,https://business.columbia.edu/faculty/research/poisson-factorization-topic-model-study-creative-documents-and-their-summaries-0,School Website,100,Goal 12,0.002847613500774506,False,
"Chandy, Rajesh , Gita Johar , Christine Moorman , and John Roberts . “Better Marketing for a Better World.” Journal of Marketing vol. 85 , (January 01, 2021): 1 - 9 .","Rajesh Chandy, , Gita Johar, Gita Johar, , Christine Moorman, , and John Roberts","This Better Marketing for a Better World special issue of the Journal of Marketing is motivated by the gap that remains between what is studied in our field and what is possible. We believe that we still know too little about marketing’s role in improving -- or harming -- our world. Unless we broaden the set of outcomes we study and change how we interpret marketing’s role, marketing scholars risk becoming detached from many of the most important challenges facing the world today -- challenges to which marketing can contribute both positively and negatively (Kotler and Levy 1969), such as persistent poverty, inequity, illiteracy, insecurity, disease, climate change, pollution, and human trafficking, among many others.",Journal of Marketing,2021,https://business.columbia.edu/faculty/research/better-marketing-better-world,School Website,100,Goal 13,0.05617496203583505,True,climate risks
"Du, Rex , David Schweidel , Oded Netzer , and Debanjan Mitra . “Capturing Marketing Information to Fuel Growth.” Journal of Marketing Research vol. 85 , no. 1 (January 01, 2021): 163 - 183 .","Rex Du, , David Schweidel, , Oded Netzer, Oded Netzer, , and Debanjan Mitra","Marketing is the functional area primarily responsible for driving the organic growth of a firm. In the age of digital marketing and big data, marketers are inundated with increasingly rich data from an ever-expanding array of sources. Such data may help marketers generate insights about customers and competitors. One fundamental question remains: How can marketers wrestle massive flows of existing and nascent data resources into coherent, effective growth strategies? Against such a backdrop, the Marketing Science Institute has made “capturing information to fuel growth” a top research priority. The authors begin by discussing the streetlight effect—an overreliance on readily available data due to ease of measurement and application—as contributing to the disconnect between marketing data growth and firm growth. They then use the customer equity framework to structure the discussion of six areas where they see substantial undertapped opportunities: incorporating social network and biometric data in customer acquisition, trend and competitive interaction data in customer development, and unstructured and causal data in customer retention. The authors highlight challenges that obstruct firms from realizing such data-driven growth opportunities and how future research may help overcome those challenges.",Journal of Marketing Research,2021,https://business.columbia.edu/faculty/research/capturing-marketing-information-fuel-growth,School Website,100,Goal 17,0.04509930340077968,False,
"Hadar, Liat , Shai Danziger , and Vicki Morwitz . “Choice Bracketing and Experience-Based Choice.” Journal of Behavioral Decision Making vol. 34 , (January 01, 2021): 405 - 418 .","Liat Hadar, , Shai Danziger, , and Vicki Morwitz, Vicki Morwitz","We examine how choice bracketing affects expected value maximization in experience-based choice. Experience-based choices are a series of individual choices made sequentially, for which feedback follows each choice, and are thus naturally bracketed narrowly. Previous research broadly bracketed multiple experience-based choices for decision makers by aggregating the choices (such that each choice pertained to multiple individual choices) or by reducing feedback frequency. We find that decision makers prompted to actively broad-bracket experience-based choices in the presence of immediate feedback on individual choices (which prompts narrow bracketing) are more likely to choose expected value maximizing options than decision makers prompted to narrow-bracket these choices. This pattern replicated across four studies, using different manipulations of choice bracketing, forms of feedback (partial or full), payoffs (hypothetical or incentive-compatible payoff), subject populations, and when the choices and outcome distribution involved prices or time. We discuss the theoretical and practical implications of our findings.",Journal of Behavioral Decision Making,2021,https://business.columbia.edu/faculty/research/choice-bracketing-and-experience-based-choice,School Website,100,Goal 5,0.006088951980479266,False,
"Wittwer, Milena . “Connecting Disconnected Financial Markets? .” American Economic Journal: Microeconomics vol. 31 , (January 01, 2021): 252 - 282 .","Milena Wittwer, Milena Wittwer","In most financial markets, securities are traded in isolation. Such a disconnected market design can be inefficient if agents trade more than one security. I assess the welfare effects of connecting markets by allowing orders for one security to depend on the prices of other securities. I show that everyone trades identical amounts under both market structures if and only if the clearing prices are perfectly correlated or all are price-takers. Prices in disconnected markets might allow strategic traders to extract higher rents from non-strategic traders. In expectation, connected markets generate higher welfare, but all markets become efficient as they grow large.",American Economic Journal: Microeconomics,2021,https://business.columbia.edu/faculty/research/connecting-disconnected-financial-markets,School Website,100,Goal 2,0.02536403800637277,False,
"Baker, Scott , Lorenz Kueng , Steffen Meyer , and Michaela Pagel . “Consumption Imputation Errors in Administrative Data.” Review of Financial Studies vol. 35 , (January 01, 2021): 3021–3059 .","Scott Baker, , Lorenz Kueng, , Steffen Meyer, , and Michaela Pagel, Michaela Pagel","Many research papers in household finance utilize annual snapshots of household wealth from administrative data, such as tax registries, to calculate ""imputed consumption."" However, trading costs, unobserved intra-year trades, or unobserved security characteristics may cause measurement error. We document how such errors vary across groups of individuals by income, portfolio characteristics, and wealth and how they are correlated with individual income and balance sheets, asset prices, and the business cycle using transaction-level retail brokerage account data. We find that the economic significance of imputation error is small in many research settings and we discuss robustness checks and econometric specifications to minimize the impact of imputation error in future research.",Review of Financial Studies,2021,https://business.columbia.edu/faculty/research/consumption-imputation-errors-administrative-data,School Website,100,Goal 10,0.01840791972873659,False,
"Liu, JIa , Olivier Toubia , and Shawndra Hill . “Content-Based Model of Web Search Behavior: An Application to TV Show Search.” Management Science vol. 67 , no. 10 (January 01, 2021): 6378 - 6398 .","JIa Liu, , Olivier Toubia, Olivier Toubia, , and Shawndra Hill, Shawndra Hill","We develop a flexible content-based search model that links the content preferences of search engine users to query search volume and click-through rates, while allowing content preferences to vary systematically based on the context of a search. Content preferences are defined over latent topics that describe the content of search queries and search result descriptions. Compared with existing applications of topic modeling in marketing and recommendation systems, our proposed approach can simultaneously capture multiple types of information and investigate multiple aspects of behavioral dynamics in a single framework that enables interpretable results for business decision making. To facilitate efficient and scalable inference, we develop a full Bayesian variational inference algorithm. We evaluate our modeling framework using real-world search data for TV shows from the Bing search engine. We illustrate how our model can quantify the content preferences associated with each query and how these preferences vary systematically based on whether the query is observed before, during, or after a TV show is aired. We also show that our model can help the search engine improve its ranking of search results as well as address the cold-start problem for new page links.",Management Science,2021,https://business.columbia.edu/faculty/research/content-based-model-web-search-behavior-application-tv-show-search,School Website,100,Goal 5,0.006396847158692123,False,
"Olivares, Marcelo , D. Altman , G.B Yom-Tov , V. Ashtar , and A. Rafaeli . “Do customer emotions affect agent speed? An empirical study of emotional load in online customer contact centers.” Manufacturing & Service Operations Management vol. 23 , no. 4 (January 01, 2021): 854 - 875 . doi: 10.1287/msom.2020.0897","Marcelo Olivares, Marcelo Olivares, , D. Altman, , G.B Yom-Tov, , V. Ashtar, , and A. Rafaeli","Problem definition: Research in operations management has focused mainly on system-level load, ignoring the fact that service agents and customers express a variety of emotions that may impact service processes and outcomes. We introduce the concept of emotional load—the emotional demands that customer behaviors impose on service agents—to analyze how customer emotions affect service worker’s behavior. Academic/practical relevance: Most theories in organizational behavior literature predict that emotions expressed by customers reduce agent’s cognitive abilities and therefore, should reduce the agent’s speed (e.g., by increasing the service time required to serve an angry customer). We aim to shed light on the magnitude of that phenomenon while addressing important econometric challenges. We also investigate an important mechanism that drives this relation, namely agent effort. We discuss practical opportunities that arise from measuring emotional load and how it can be used to enhance productivity. Methodology: We measure the emotional load of agents using sentiment analysis tools that quantify positive/negative customer emotion expressions in an online chat-type contact center and link it to agent behavior: response time (RT) and the length and number of messages required to complete a service request. Identifying a causal effect of customer emotion on agent behavior using observational data is challenging because there are confounding factors associated with the complexity of service requests, which are related to both customer emotions and agent behavior. Our identification strategy uses panel data and exploits the variation across messages within a focal request using fixed effects to control for unobserved factors associated with case complexity. Instrumental variables are also used to address issues of measurement error and other endogeneity problems; the instruments are based on exogenous shocks to agent performance indicators that have been studied in the service operations literature. Results: Analyses show that emotional load created by negative customer emotions increases agent RT, the length of the agent messages (a measure of effort), and the required number of messages needed to complete a service request. Emotional load and agent RT reciprocally affect each other, with long agent RTs and a high number of messages producing more negative customer emotion. Managerial implications: We suggest that the emotional content in customer communications should be an important factor to consider when assigning workload to agents in a service system. Our study provides a rigorous methodology to measure the emotional content from customer text messages and objectively evaluate its associated workload. We discuss how this can be used to improve staffing decisions and dynamic workload routing through real-time monitoring of emotional load.",Manufacturing & Service Operations Management,2021,https://pubsonline.informs.org/doi/10.1287/msom.2020.0897,Google Scholar,100,Goal 17,0.005747610858843927,False,
"Babina, Tania , Chotibhak Jotikasthira , Christian Lundblad , and Tarun Ramadorai . “Heterogeneous Taxes and Limited Risk Sharing: Evidence from Municipal Bonds.” The Review of Financial Studies vol. 34 , (January 01, 2021): 509 - 568 .","Tania Babina, Tania Babina, , Chotibhak Jotikasthira, , Christian Lundblad, , and Tarun Ramadorai","We evaluate the impacts of tax policy on asset returns using the U.S. municipal bond market. In theory, tax-induced ownership segmentation limits risk-sharing, creating downward-sloping regions of the aggregate demand curve for the asset. In the data, cross-state variation in tax privilege policies predicts differences in in-state ownership of local municipal bonds; the policies create incentives for concentrated local ownership. High tax privilege states have muni-bond yields that are more sensitive to variations in supply and local idiosyncratic risk. The effects are stronger when local investors face correlated background risk and/or diminishing marginal nonpecuniary benefits from holding local assets.",The Review of Financial Studies,2021,https://business.columbia.edu/faculty/research/heterogeneous-taxes-and-limited-risk-sharing-evidence-municipal-bonds,School Website,100,Goal 8,0.02610277251525986,False,
"Toubia, Olivier , Jonah Berger , and Jehoshua Eliashberg . “How Quantifying the Shape of Stories Predicts Their Success.” Journal of Marketing Research vol. 58 , no. 6 (January 01, 2021): 1142 - 1158 .","Olivier Toubia, Olivier Toubia, , Jonah Berger, , and Jehoshua Eliashberg","Narratives, and other forms of discourse, are powerful vehicles for informing, entertaining, and making sense of the world. But while everyday language often describes discourse as moving quickly or slowly, covering a lot of ground, or going in circles, little work has actually quantified such movements or examined whether they are beneficial. To fill this gap, we use several state-of-the-art natural language-processing and machine-learning techniques to represent texts as sequences of points in a latent, high-dimensional semantic space.We construct a simple set of measures to quantify features of this semantic path, apply them to thousands of texts from a variety of domains (i.e., movies, TV shows, and academic papers), and examine whether and how they are linked to success (e.g., the number of citations a paper receives). Our results highlight some important cross-domain differences and provide a general framework that can be applied to study many types of discourse. The findings shed light on why things become popular and how natural language processing can provide insight into cultural success.",Journal of Marketing Research,2021,https://business.columbia.edu/faculty/research/how-quantifying-shape-stories-predicts-their-success,School Website,100,Goal 15,0.01262296546806952,False,
"Hjort, Jonas , Diana Moreira , Gautam Rao , and Juan Francisco Santini . “How Research Affects Policy: Experimental Evidence from 2,150 Brazilian Municipalities.” American Economic Review vol. 111 , (January 01, 2021): 1442 - 1480 .","Jonas Hjort, Jonas Hjort, , Diana Moreira, , Gautam Rao, , and Juan Francisco Santini","Can research findings change political leaders' beliefs and policies? We use experiments with 2,150 Brazilian municipalities to measure mayors' demand for and response to research information. In one experiment, we find that mayors are willing to pay to learn the results of evaluation studies, and update their beliefs when informed of the findings. They value larger-sample studies more, while not distinguishing between studies in rich and poor countries. In a second experiment, we find that informing mayors about research on a simple and effective policy, taxpayer reminder letters, increases the probability the policy is implemented by 10 percentage points.",American Economic Review,2021,https://business.columbia.edu/faculty/research/how-research-affects-policy-experimental-evidence-2150-brazilian-municipalities,School Website,100,Goal 9,0.01966394328740259,False,
"Morwitz, Vicki and Kurt P. Munz . “Intentions.” Consumer Psychology Review vol. 4 , no. 1 (January 01, 2021): 26 - 41 .","Vicki Morwitz, Vicki Morwitz, and Kurt P. Munz","Intentions are one of the most widely used constructs in consumer research. We review over 50 years of research that has helped us understand what intentions are, their antecedents and consequences, and how best to measure and use them as a proxy for or predictor of behavior. We define intentions and differentiate them from other closely relatedly psychological constructs. We review several psychological theories where intentions play a central role and highlight what is known about the strength of the intention–behavior relationship, and factors that moderate the strength of that relationship. We also review more methodological research and discuss what is known about how to best measure intentions and use them to predict behavior. Finally, we suggest opportunities for continued research on intentions and discuss their continued relevance in a world of big data.",Consumer Psychology Review,2021,https://www.researchgate.net/publication/346760436_Intentions,Google Scholar,100,Goal 9,0.01130248839549134,False,
"Cassar, Lea and Stephan Meier . “Intentions for Doing Good Matter for Doing Well: The Negative Effects of Prosocial Incentives.” The Economic Journal vol. 131 , (January 01, 2021): 1988 - 2017 .","Lea Cassar, and Stephan Meier, Stephan Meier","Prosocial incentives and Corporate Social Responsibility (CSR) initiatives are seen by many firms as an effective way to motivate workers. Recent empirical results seem to support the expectation that prosocial incentive, e.g., in the form of a charitable donations by the firm, can increase effort and motivation — sometimes even better than monetary incentives. We argue that the benefits crucially depend on the perceived intention of the firm. Workers use prosocial incentives as a signal about the firm's type and if used instrumentally in order to profit the firm, they can backfire. We show in an experiment in collaboration with an Italian firm, that monetary and prosocial incentives work very differently. While monetary incentives used instrumentally increase effort, instrumental charitable incentives backfire compared to non-instrumental incentives. This is especially true for non-prosocially-motivated workers who do not care about the prosocial cause but use prosocial incentives only as a signal about the firm. The results contribute to the understanding of the limits of prosocial incentives by focusing on their signaling value to the agent about the principal's type.",The Economic Journal,2021,https://business.columbia.edu/faculty/research/intentions-doing-good-matter-doing-well-negative-effects-prosocial-incentives,School Website,100,Goal 5,0.006105660663880533,False,
"Bauer, Johannes , Vicki Morwitz , and Liane Nagengast . “Interest-Free Financing Promotions Increase Consumers' Demand for Credit for Experiential Goods.” Journal of the Association for Consumer Research vol. 6 , (January 01, 2021): 54 - 66 .","Johannes Bauer, , Vicki Morwitz, Vicki Morwitz, , and Liane Nagengast","This research provides a first investigation into how interest-free financing promotions influence consumer behavior. Five experiments demonstrate that framing an economically equivalent financing offer in a way that makes salient that it is interest-free increases consumers’ demand for credit to finance experiential, but not material goods. This increased willingness to finance manifests for primarily experiential goods (e.g., vacations), goods with mixed benefits (e.g., bike) if their experiential aspects are highlighted, and mixed shopping baskets that provide primarily experiential benefits. Using mediation and moderation, the results suggest that this occurs because interest-free cues mitigate feelings of debt aversion for experiential purchases. Based on our findings, we highlight public policy and managerial implications.",Journal of the Association for Consumer Research,2021,https://business.columbia.edu/faculty/research/interest-free-financing-promotions-increase-consumers-demand-credit-experiential,School Website,100,Goal 17,0.02266842558581176,False,
"Xiao, Kairong , Toni Whited , and Yufeng Wu . “Low Interest Rates and Risk Incentives for Banks with Market Power .” Journal of Monetary Economics (January 01, 2021).","Kairong Xiao, Kairong Xiao, , Toni Whited, , and Yufeng Wu","The interaction between interest rates and banks’ market power generates a motive for bank risk-taking. Low interest rates depress bank profits from the deposit market as competition from cash intensifies. Limited liability and the consequent low bank market value move banks closer to the convex region of their payoff function and thus lead to more risk-taking. We estimate a model that embodies this intuition. We find that when interest rates are low, over 10% of new loans exceed the number that would be optimal in a counterfactual world with no risk-taking incentives.",Journal of Monetary Economics,2021,https://www.sciencedirect.com/science/article/abs/pii/S0304393221000441,Google Scholar,100,Goal 17,0.01525792991647072,False,
"Dessein, Wouter and Tano Santos . “Managerial Style and Attention.” American Economic Journal: Microeconomics vol. 13 , (January 01, 2021): 372 - 403 .","Wouter Dessein, Wouter Dessein, and Tano Santos, Tano Santos","Is firm behavior mainly driven by its environment or rather by the characteristics of its managers? We develop a cognitive theory of manager fixed effects, where the allocation of managerial attention determines firm behavior. We show that in complex environments, the endogenous allocation of attention exacerbates manager fixed effects. Small differences in managerial expertise then may result in dramatically different firm behavior, as managers devote scarce attention in a way which amplifies initial differences. In contrast, in less complex environments, the endogenous allocation of attention mitigates manager fixed effects. Firm owners prefer managers with task-specific expertise only in complex environments.",American Economic Journal: Microeconomics,2021,https://business.columbia.edu/faculty/research/managerial-style-and-attention,School Website,100,Goal 4,0.01539519025761717,False,
"Xiao, Kairong , Kent Daniel , and Lorenzo Garlappi . “Monetary Policy and Reaching for Income.” Journal of Finance (January 01, 2021).","Kairong Xiao, Kairong Xiao, , Kent Daniel, , and Lorenzo Garlappi","Using data on individual portfolio holdings and on mutual fund flows, we find that low interest rates lead to significantly higher demand for income-generating assets such as high-dividend stocks and high-yield bonds. We argue that this “reaching-for-income” phenomenon is driven by investors who follow the “living off income” rule-of-thumb. Our empirical analysis shows that this preference for current income affects both household portfolio choices and the prices of income-generating assets. In addition, we explore the implications of reaching for income for capital allocation and the effectiveness of monetary policy.",Journal of Finance,2021,https://onlinelibrary.wiley.com/doi/abs/10.1111/jofi.13004,Google Scholar,100,Goal 10,0.02938540447721342,False,
"Olivares, Marcelo , A. Musalem , and A. Schilkrut . “Retail in High Definition: Monitoring customer assistance through video analytics.” Manufacturing & Service Operations Management vol. 23 , no. 5 (January 01, 2021): 1025 - 1042 . doi: 10.1287/msom.2020.0865","Marcelo Olivares, Marcelo Olivares, , A. Musalem, , and A. Schilkrut","Problem definition: We consider the development of an efficient and scalable video-analytics approach to measure customer assistance and its mediating role in the relationship between staffing levels and revenues. Academic/practical relevance: Staffing decisions account for a large portion of a retailer’s operational costs. Researchers have studied the extent to which an increase in staffing levels translates into greater revenues, without emphasizing the underlying mechanisms that generate this potential improvement, such as assisting customers. Methodology: We use econometric methods, including survival-analysis techniques, to analyze data gathered from in-store video recordings of customer visits to stores of a women’s apparel chain. Results: We find that, under average store conditions, a 25% increase in labor yields a 16% increase in store revenues. An increase in the assistance of customers while searching, browsing, or trying products mediates approximately 50% of this increase, while the remainder originates from other activities, such as helping customers at the checkout counter. Moreover, we find that this form of assistance has a significant and positive impact on both conversion and ticket size. Managerial implications: Our approach can be used to explain heterogeneity in employee productivity across stores, to monitor and detect unexpected deviations in customer-assistance levels, and to measure the productivity of multitasking agents for the different functions that they perform.",Manufacturing & Service Operations Management,2021,https://pubsonline.informs.org/doi/10.1287/msom.2020.0865,Google Scholar,100,Goal 17,0.02783631295706487,False,
"Santana, Shelle and Vicki Morwitz . “The Role of Gender in Pay-What-You-Want Contexts.” Journal of Marketing Research vol. 58 , (January 01, 2021): 265 - 281 .","Shelle Santana, and Vicki Morwitz, Vicki Morwitz","This research highlights how gender shapes consumer payments in pay-what-you-want contexts. Four studies involving hypothetical and real payments show that men typically pay less than women in pay-what-you-want settings, due to gender differences in agentic versus communal orientation. Men approach the payment decision with an agentic orientation, and women approach it with a communal orientation. These orientations then shape payment motives and ultimately affect payment behavior. Because agentic men are more self-focused, their payment decisions are motivated by economic factors, resulting in lower payments. Conversely, communal women are more other-focused, and their payment decisions are motivated by both social and economic factors, resulting in higher payments. The findings additionally highlight how sellers can use marketing communications to increase the salience of social payment motives and demonstrate that by doing so, marketers can increase how much men pay without altering how much women pay in pay-what-you-want settings.",Journal of Marketing Research,2021,https://business.columbia.edu/faculty/research/role-gender-pay-what-you-want-contexts,School Website,100,Goal 5,0.1078977026338515,True,gender-sensitive budgeting
"Ching, K., Enrico Forti , and E, Rawley. “Extemporaneous Coordination in Specialist Teams: The Familiarity Complementarity.” Organization Science vol. 32, no. 1 (December 07, 2020).","K. Ching, Enrico Forti , and E, Rawley","Team production is ubiquitous in the economy, but managing teams effectively remains a challenge for many organizations. This paper studies how familiarity among teammates influences the performance of specialist teams, relative to nonspecialist teams. Applying theories of team production to contexts where team members coordinate interdependent activities extemporaneously, we develop predictions about factors that shift the marginal returns to specialization along two dimensions of familiarity: social familiarity and functional familiarity. We test our hypotheses in the context of Defence of the Ancients 2 (DOTA2), a major e-sports game where, in some formats, players are exogenously assigned to five-person teams. After analyzing nearly 6.5 million matches, we find that specialist teams are relatively more successful when members are more socially and functionally familiar with one another. The results suggest that the plug-and-play perspective on specialist teams is incomplete; rather, specialization and familiarity are complements in dynamic environments where team members coordinate extemporaneously.",Organization Science,2020,https://pubsonline.informs.org/doi/10.1287/orsc.2020.1376,Google Scholar,100,Goal 12,0.009811381911516459,False,
